% 1. Training data set for poor performence

@RELATION poor_perf

@ATTRIBUTE ctr real
@ATTRIBUTE cpc real
@ATTRIBUTE install_per_click real
@ATTRIBUTE uv_per_click real
@ATTRIBUTE add_per_click real
@ATTRIBUTE wishlist_per_click real
@ATTRIBUTE order_per_click real
@ATTRIBUTE 'Class' {yes,no}

@data
0.01808905,0.04491035,0.1291246,0.53985234,0.02176947,0.02037399,0.04381803,no
0.01940187,0.14961828,0.09994977,0.30939227,0.04545455,0.00974026,0.00324675,yes
0.00783549,0.09082389,0.03644717,0.17611026,0.0226087,0.00695652,0.02434783,yes
0.01982145,0.05479933,0.06726124,0.35172798,0.02165874,0.01637612,0.01373481,yes
0.02730455,0.0555795,0.05180563,0.36434109,0.00985989,0.01193565,0.03736378,yes
0.02930194,0.03558322,0.08131976,0.10891696,0.00675676,0.00563063,0.04279279,yes
0.03438287,0.0170386,0.0492678,0.1450169,0.01676206,0.0106296,0.01022077,yes
0.04922867,0.01131296,0.05190957,0.06266488,0.00388601,0.00841969,0.00582902,yes
0.01321368,0.05970511,0.19366197,0.28785211,0.02675841,0.01605505,0.06574924,yes
0.03737964,0.04285104,0.07827324,0.54285262,0.03815904,0.01427323,0.02272065,no
0.01465604,0.0567744,0.08898216,0.43903463,0.02151052,0.02198853,0.08938815,no
0.02255246,0.03071306,0.06958615,0.26928809,0.01532567,0.00808855,0.03235419,no
0.02252755,0.04730619,0.06159292,0.4619469,0.08237548,0.06398467,0.0348659,no
0.01493901,0.08203504,0.13894866,0.38518291,0.03192338,0.03671189,0.02394254,yes
0.02330882,0.02873681,0.08852035,0.28677579,0.02328201,0.02215546,0.0161472,yes
0.02393098,0.04069359,0.14210851,0.34294081,0.02876404,0.02966292,0.04404494,no
0.01353737,0.06886852,0.17443688,0.62074384,0.02995781,0.02362869,0.04388186,no
0.01993316,0.03519288,0.08200701,0.07054222,0.01720841,0.02294455,0.00956023,yes
0.01103109,0.07062176,0.19280065,0.19689119,0.06371191,0.0567867,0.03739612,yes
0.03033717,0.0400588,0.07597091,0.36144205,0.01412671,0.00684932,0.0265411,yes
0.01747946,0.04237687,0.1232087,0.15516389,0.01592357,0.02335456,0.02547771,yes
0.02063149,0.16820144,0.10987574,0.30085023,0.04130435,0.01304348,0.00652174,yes
0.00911999,0.14625285,0.04840547,0.09339408,0.07317073,0.01829268,0,yes
0.01289429,0.05327988,0.06184923,0.17950854,0.01508121,0.00348028,0.03480278,yes
0.02786982,0.05033744,0.02223104,0.01250496,0.03174603,0,0,yes
0.025612,0.03314623,0.08708197,0.20655738,0.02349206,0.00634921,0.02666667,yes
0.01797772,0.05875814,0.12348837,0.91093023,0.03446515,0.02680623,0.0301251,no
0.02268361,0.14718458,0.08469626,0.21728972,0.03763441,0.00268817,0.00806452,yes
0.01101215,0.07250361,0.14537064,0.9599077,0.06911058,0.05018029,0.03876202,no
0.02118134,0.04444011,0.12635315,0.15705413,0.01694915,0.0079096,0.04180791,yes
0.01700919,0.04587583,0.11862528,0.16777531,0.02973568,0.01431718,0.02863436,yes
0.01183086,0.06916039,0.14114365,1.02761506,0.06704669,0.05591748,0.03854506,no
0.03759054,0.03013764,0.02959805,0.36309379,0.04327407,0.0191211,0.02180476,no
0.0413381,0.03558451,0.07040023,0.56104233,0.03874775,0.01385681,0.0200154,no
0.04278607,0.0208148,0.046936,0.25708708,0.01122483,0.0141961,0.01782767,yes
0.05704336,0.03583211,0.04446727,0.49471676,0.02432513,0.01216256,0.00830614,yes
0.04780392,0.02145988,0.04931071,0.40509014,0.01723386,0.01919721,0.0100349,yes
0.01492696,0.05200647,0.10366379,0.43491379,0.01883053,0.02527255,0.0877106,no
0.02696103,0.03964499,0.07929662,0.38885202,0.05716724,0.01877133,0.01237201,yes
0.03366788,0.0273807,0.04573562,0.40252013,0.0284058,0.01826087,0.02985507,no
0.00923206,0.06987191,0.04617218,0.23413762,0.03307888,0.02035623,0.02798982,yes
0.03219782,0.03768137,0.08240427,0.33995799,0.02091255,0.01901141,0.03089354,no
0.02238713,0.04772027,0.03512015,0.11809406,0.01391304,0.00869565,0.00869565,yes
0.0174338,0.04227567,0.05217391,0.12488437,0.01925926,0.02074074,0.01185185,yes
0.0227459,0.04013428,0.07879859,0.21413428,0.01237624,0.00330033,0.03547855,yes
0.01492394,0.04050465,0.12795276,0.12831067,0.0460251,0.0195258,0.041841,yes
0.03667183,0.01610323,0.06602151,0.26272401,0.01691678,0.01937244,0.0106412,yes
0.02084284,0.04799142,0.07811159,0.31802575,0.0148448,0.00269906,0.02361673,yes
0.02438626,0.03121161,0.06309324,0.23003908,0.01759709,0.00788835,0.03883495,yes
0.03132607,0.07098089,0.06146497,0.41273885,0.03317901,0.01851852,0.01311728,yes
0.0244925,0.03216075,0.04779146,0.11339609,0.02171137,0.01277139,0.01915709,yes
0.01452226,0.17824335,0.0902498,0.09669621,0.01666667,0.00833333,0,yes
0.02583395,0.03468829,0.04392317,0.197733,0.03980892,0.01910828,0.03184713,yes
0.02373691,0.05058975,0.04469927,0.30540604,0.01685824,0.00842912,0.03908046,yes
0.04509945,0.02360721,0.04503515,0.53877417,0.03384302,0.02711519,0.02385321,no
0.04423255,0.02933123,0.03014938,0.32629848,0.03695926,0.00839983,0.01175976,yes
0.03395256,0.03870481,0.0955495,0.29754768,0.05860806,0.02808303,0.00976801,yes
0.02410928,0.0583485,0.0306038,0.43507031,0.05449937,0.01077313,0.02471483,yes
0.00925442,0.06976575,0.0465193,0.21049159,0.03291536,0.00940439,0.02194357,yes
0.02118499,0.03783312,0.08889293,0.37120524,0.01469148,0.00685602,0.02889324,no
0.02763821,0.02391169,0.01897206,0.12705531,0.01085973,0.00271493,0.01176471,yes
0.00805042,0.11301415,0.03427639,0.281284,0.00967118,0.00580271,0.03481625,yes
0.02875553,0.0432464,0.04944711,0.1909034,0.01857923,0.01202186,0.00765027,yes
0.01861831,0.05919105,0.07659208,0.53384968,0.02095648,0.0177324,0.03600215,no
0.02645608,0.03876038,0.13377358,0.35773585,0.02848101,0.02004219,0.04799578,no
0.02322052,0.04679358,0.125,0.21009174,0.02401747,0.01091703,0.01855895,yes
0.01718013,0.04799341,0.15167216,0.73104098,0.0441366,0.05573454,0.02802835,no
0.01557439,0.15016224,0.07079646,0.06637168,0.06666667,0,0,yes
0.03157692,0.01936537,0.02797336,0.06365366,0.0044843,0,0.01345291,yes
0.0254018,0.20930041,0.07304527,0.18415638,0.03910615,0.01117318,0.01675978,yes
0.01655938,0.08531342,0.04333193,0.7177114,0.02403283,0.01817116,0.07678781,no
0.03378224,0.0325864,0.09644752,0.15447677,0.01352758,0.01144641,0.0364204,yes
0.04631863,0.02206187,0.04324148,0.32360309,0.03130259,0.0232245,0.02726355,no
0.02845161,0.04980852,0.04736709,0.39002268,0.01098191,0.00710594,0.04005168,yes
0.01784703,0.04403085,0.06259781,0.46121171,0.03150751,0.01648085,0.03296171,yes
0.05873484,0.01912836,0.05319668,0.43484627,0.02401796,0.01705948,0.02267116,no
0.01159845,0.17167544,0.08157895,0.15789474,0.06111111,0.01666667,0.00555556,yes
0.02076447,0.02828066,0.06654103,0.13728617,0.02111932,0.01161563,0.04646251,yes
0.03609032,0.02173767,0.03298669,0.07972716,0.00841515,0.00140252,0.00841515,yes
0.01535081,0.03537068,0.05912502,0.20043932,0.00913242,0.00547945,0.02283105,yes
0.01934882,0.07633742,0.04346108,0.84551561,0.02523364,0.02242991,0.06962617,no
0.02438645,0.08793984,0.06153145,0.07064722,0.01935484,0,0,yes
0.02961417,0.03584495,0.06004834,0.5125488,0.03409503,0.02285092,0.02575263,no
0.02334594,0.04088516,0.03863299,0.27977075,0.00834598,0.0091047,0.02503794,yes
0.01018392,0.06013438,0.2059375,0.2109375,0.02666667,0.02518519,0.02962963,yes
0.03636414,0.03685626,0.09742506,0.38835511,0.03067788,0.01335972,0.02622464,no
0.01146021,0.05015744,0.1876148,0.17685647,0.02670623,0.01780415,0.02967359,yes
0.02428984,0.03523615,0.13317281,0.15947398,0.01277584,0.01626016,0.03716609,yes
0.02042878,0.03802171,0.09931645,0.53799759,0.0422272,0.04745889,0.02653214,no
0.02151979,0.03799839,0.14208199,0.30184887,0.03661784,0.0286285,0.04727031,no
0.01262484,0.07529107,0.04784689,0.3377193,0.01180638,0.01416765,0.03423849,yes
0.01421994,0.06757163,0.18911175,0.77936963,0.02849265,0.02297794,0.04044118,no
0.01835505,0.06833999,0.06647294,0.51035234,0.02633452,0.01494662,0.05053381,no
0.03272346,0.01970993,0.03215975,0.06894377,0.00304878,0.00457317,0.00609756,yes
0.02489934,0.03047991,0.06995282,0.08150317,0.01796407,0.00998004,0.02195609,yes
0.0392246,0.02054618,0.04645261,0.176873,0.01122895,0.01497193,0.01684342,yes
0.02790412,0.0211687,0.07107871,0.19728899,0.01847575,0.02136259,0.01385681,yes
0.02654123,0.03864972,0.02479683,0.11981663,0.01913043,0.01043478,0.01217391,yes
0.02598743,0.07789518,0.0295858,0.77979713,0.1100271,0.05311653,0.0298103,no
0.037155,0.02484717,0.03545714,0.32549925,0.04257095,0.02337229,0.0187813,no
0.04174099,0.01552035,0.04587546,0.18307705,0.02412993,0.01392111,0.01392111,yes
0.02026507,0.03889861,0.14685165,0.22049093,0.0106486,0.00484027,0.05324298,yes
0.02942931,0.02953786,0.06178044,0.23220366,0.01396648,0.00558659,0.0349162,yes
0.02646147,0.03056293,0.06234246,0.22702067,0.01776462,0,0.03256847,yes
0.01614637,0.12190316,0.07868191,0.07262946,0.03703704,0.01851852,0,yes
0.03676676,0.01771474,0.06968469,0.2200257,0.02111411,0.02201258,0.0148248,yes
0.02953834,0.03746028,0.05978261,0.4826505,0.02208748,0.01645734,0.02035513,no
0.03354685,0.03156773,0.09600141,0.14232869,0.00990099,0.00990099,0.03465347,yes
0.02366775,0.02422978,0.07979949,0.18534074,0.01608187,0.0124269,0.01461988,yes
0.04461103,0.03468394,0.02944641,0.53180212,0.06349206,0.03654485,0.02990033,no
0.02410443,0.05098152,0.0669746,0.94053118,0.10589319,0.08072437,0.03683241,no
0.06712864,0.01344169,0.07437576,0.34866017,0.02401747,0.01965066,0.02052402,no
0.02410015,0.02329762,0.0526455,0.16044974,0.01236603,0.01319044,0.02061006,yes
0.03206476,0.03459433,0.06478929,0.31272154,0.06486146,0.04534005,0.05793451,no
0.02409943,0.03122133,0.04568889,0.14542222,0.03056235,0.00733496,0.01222494,yes
0.06560972,0.02688132,0.04247163,0.77982214,0.05289029,0.02713331,0.01966182,no
0.02196903,0.04103489,0.14610162,0.32334348,0.04344678,0.02679218,0.04706734,no
0.02095886,0.19702368,0.08906426,0.18038331,0.06875,0.00625,0,yes
0.02409695,0.11224371,0.04384268,0.15860735,0.05691057,0.01219512,0.00406504,yes
0.02722276,0.04996261,0.15501869,0.26603394,0.03243243,0.01621622,0.04,yes
0.01569594,0.04265633,0.09404234,0.35278188,0.01674808,0.0076762,0.034194,no
0.01140481,0.12192199,0.04539007,0.1070922,0.0397351,0.00662252,0.00662252,yes
0.02494008,0.02165612,0.06394024,0.04038997,0.02194357,0.01880878,0.02821317,yes
0.01599796,0.03528197,0.04833712,0.19500103,0.0095339,0.00529661,0.02118644,yes
0.01581077,0.04649605,0.04519466,0.17696706,0.00923077,0.01230769,0.03076923,yes
0.01478219,0.05283985,0.21818746,0.24674115,0.03396226,0.04150943,0.02012579,yes
0.01979698,0.03117172,0.14894399,0.15004591,0.02203182,0.02570379,0.0379437,yes
0.03651161,0.01412276,0.06957109,0.14429247,0.03101229,0.02165009,0.0234055,yes
0.02970411,0.0460227,0.08718516,0.2576806,0.01718582,0.00537057,0.0311493,yes
0.01981768,0.04359737,0.07394737,0.35342105,0.02903946,0.01563663,0.03797468,no
0.02611834,0.09045877,0.03877662,0.12397597,0.07048458,0.01321586,0.00881057,yes
0.02447492,0.03515821,0.13336165,0.20853684,0.00916497,0.00305499,0.0407332,yes
0.07228094,0.02687215,0.04586858,0.85816526,0.05875663,0.03108415,0.01592115,no
0.01413332,0.04909606,0.07309069,0.22434368,0.00930851,0.0106383,0.05319149,yes
0.02001991,0.03042337,0.12516177,0.17951562,0.03810505,0.02883625,0.02471679,yes
0.02064127,0.0448048,0.06169806,0.24133224,0.03167421,0.02262443,0.02149321,yes
0.03087238,0.03189659,0.05326829,0.4862439,0.05698234,0.02207063,0.03932584,no
0.02453745,0.02250103,0.11975224,0.27061253,0.03102747,0.025941,0.04425229,no
0.03507475,0.04403514,0.02621622,0.53297297,0.06440162,0.03701826,0.01926978,no
0.03196071,0.04885714,0.04481203,0.45714286,0.01644737,0.00460526,0.03355263,no
0.01873655,0.04162323,0.15122581,0.84025806,0.04668305,0.05558968,0.02948403,no
0.00763039,0.13529958,0.05991561,0.0278481,0.12121212,0.03030303,0,yes
0.02574056,0.03113552,0.11884683,0.15002942,0.02352941,0.01176471,0.02745098,yes
0.01879801,0.05818683,0.07723428,0.30636263,0.02641056,0.0120048,0.04201681,no
0.02337011,0.03351495,0.12317151,0.16048336,0.01981506,0.01453104,0.04227213,yes
0.00668084,0.08057624,0.12289648,0.34574197,0.02654867,0.0339233,0.03834808,yes
0.04107887,0.02535404,0.09349855,0.31348568,0.025154,0.01129363,0.02874743,no
0.02424336,0.02271783,0.09405655,0.22821696,0.0278129,0.01643489,0.03792668,no
0.01608008,0.04912813,0.1390625,0.5609375,0.10139276,0.07966574,0.03454039,no
0.03021018,0.04388935,0.04498463,0.33137748,0.01096121,0.00084317,0.01602024,yes
0.01757634,0.0356156,0.06087551,0.20611035,0.01327434,0.00663717,0.02765487,yes
0.01178942,0.25064205,0.12359551,0.09149278,0.10526316,0.01754386,0,yes
0.02596577,0.02849105,0.07544757,0.21209353,0.02583979,0.00861326,0.01550388,yes
0.03770981,0.03897995,0.02581454,0.67844612,0.06538604,0.02475065,0.01662357,no
0.02419734,0.0602179,0.04785992,0.25603113,0.01215805,0.00911854,0.03495441,yes
0.01665784,0.04502917,0.08343057,0.14352392,0.00813008,0.00406504,0.0203252,yes
0.01739863,0.03507619,0.15487833,0.14305208,0.02861685,0.0190779,0.02861685,yes
0.01646942,0.35832558,0.0627907,0.18837209,0.02469136,0.01234568,0.01234568,yes
0.04150105,0.0411771,0.0411985,0.34028892,0.02515723,0.01415094,0.02515723,yes
0.02321393,0.03670259,0.13266284,0.20186782,0.01897983,0.02135231,0.04033215,yes
0.01358777,0.08023109,0.21691176,0.21481092,0.00977995,0.00733496,0.03667482,yes
0.02090651,0.06504904,0.04093817,0.50959488,0.01841004,0.02845188,0.06527197,no
0.0155269,0.03261542,0.11445136,0.15095555,0.02418208,0.02560455,0.06827881,yes
0.02698806,0.09878827,0.03973941,0.05081433,0,0,0,yes
0.02037674,0.02697078,0.09141126,0.17444761,0.01123596,0.0040858,0.02655771,yes
0.02028554,0.05545455,0.103739,0.60007331,0.03176542,0.02565669,0.03359805,no
0.01957197,0.02891571,0.12241379,0.16494253,0.04878049,0.03600465,0.03368177,yes
0.04426668,0.01649967,0.04583242,0.16046817,0.01363327,0.00817996,0.01090661,yes
0.01141858,0.0606353,0.20386007,0.18174507,0.00663717,0.0199115,0.03318584,yes
0.01522723,0.04386861,0.13138686,0.14861314,0.02750491,0.02946955,0.03536346,yes
0.01418799,0.0553407,0.04383057,0.28876611,0.02040816,0.00255102,0.02040816,yes
0.01355728,0.05969396,0.11605723,0.31597774,0.02767296,0.01006289,0.04654088,yes
0.01740699,0.04595758,0.02551491,0.23055641,0.00933333,0.00533333,0.008,yes
0.02043199,0.05889677,0.08116627,0.53900709,0.03143275,0.01681287,0.04166667,no
0.04223152,0.02925621,0.0616559,0.58465453,0.03381319,0.0147305,0.02343488,no
0.03040734,0.01623623,0.04133493,0.05616752,0.01165049,0.00776699,0.01359223,yes
0.0150492,0.03571016,0.10086663,0.12349543,0.00779727,0.01949318,0.01364522,yes
0.04078624,0.02815261,0.07554026,0.32032893,0.02268657,0.00776119,0.03223881,no
0.01343668,0.06155006,0.3104315,0.62253875,0.03297443,0.02759085,0.05047106,no
0.02041486,0.02805433,0.04687201,0.18308781,0.02298851,0.00835946,0.02821317,yes
0.0277031,0.04448581,0.09581935,0.50320415,0.02061856,0.00788357,0.02668284,no
0.03016638,0.03954693,0.08057515,0.14460119,0.00938086,0.00750469,0.01500938,yes
0.02433722,0.03839262,0.09776021,0.4571805,0.02939481,0.01959654,0.04207493,no
0.02512053,0.03368995,0.12369459,0.34277094,0.03452945,0.0338524,0.03452945,no
0.03131616,0.03146087,0.05869565,0.5123913,0.03012304,0.01781926,0.02588036,no
0.01824623,0.05865018,0.08917714,0.31860559,0.03180662,0.02035623,0.043257,no
0.04703565,0.01525794,0.05169322,0.19896614,0.01272534,0.01325557,0.0164369,yes
0.02605474,0.03922931,0.13080054,0.33270014,0.03507341,0.02202284,0.04893964,no
0.01915776,0.05538786,0.13248848,0.33256528,0.02886836,0.02771363,0.02655889,yes
0.02553714,0.0335301,0.07816146,0.37820812,0.10302283,0.06785935,0.02590993,no
0.01313564,0.18682705,0.07672302,0.0923277,0.11267606,0.02816901,0,yes
0.02850706,0.02266635,0.0257626,0.18666034,0.02032176,0.00592718,0.03217612,yes
0.0401689,0.02953349,0.08376529,0.26456562,0.02821317,0.00940439,0.02742947,yes
0.0276254,0.0350037,0.04890096,0.24969128,0.01582591,0.0098912,0.03659743,yes
0.04507235,0.01354498,0.05179359,0.14914636,0.02508039,0.01414791,0.01157556,yes
0.0349764,0.03490361,0.06549679,0.67128028,0.07290133,0.03424153,0.05265096,no
0.02252739,0.02366261,0.0845998,0.12597096,0.04423592,0.01206434,0.05630027,yes
0.03613832,0.03592203,0.11490126,0.27083868,0.06060606,0.02272727,0.01041667,yes
0.02502526,0.04829193,0.05659075,1.1763285,0.09357583,0.07333529,0.04224113,no
0.04383981,0.01442868,0.04858593,0.16440485,0.02583491,0.01953371,0.01953371,yes
0.02317425,0.03958179,0.14736842,0.21422475,0.01726428,0.02124834,0.03187251,yes
0.0209848,0.05882677,0.06734435,0.3528166,0.02761104,0.0120048,0.03721489,no
0.01462033,0.06040923,0.0966478,0.31562908,0.04,0.01793103,0.04689655,yes
0.02417982,0.02321261,0.06623072,0.14637827,0.02290951,0.01489118,0.06071019,yes
0.02469098,0.04261553,0.04621072,0.30006161,0.01232033,0.00205339,0.03285421,yes
0.02576189,0.04582775,0.05462466,0.49296247,0.02923182,0.0210741,0.03399048,no
0.02635146,0.06197542,0.02594447,0.76695494,0.06409496,0.04391691,0.02670623,no
0.03598119,0.04215461,0.0738901,0.17292766,0.01256732,0.01795332,0.01436266,yes
0.06433074,0.01557133,0.06209603,0.27885503,0.01531457,0.0111755,0.00869205,yes
0.05222576,0.02432423,0.03347205,0.44834449,0.0480226,0.01896691,0.01614205,no
0.02833811,0.03118329,0.03805104,0.18445476,0.01132075,0.00251572,0.02264151,yes
0.04144904,0.02784928,0.065601,0.6300602,0.05601318,0.03261944,0.03294893,no
0.06193118,0.02652492,0.02175633,0.54390823,0.06181818,0.03818182,0.02981818,no
0.0352923,0.03231852,0.09031318,0.24811848,0.02739726,0.01956947,0.02837573,yes
0.0154169,0.03621931,0.10120022,0.13338789,0.01022495,0.00408998,0.06952965,yes
0.01419873,0.04930881,0.12002973,0.28465255,0.02219321,0.00652742,0.01958225,yes
0.02395466,0.04377895,0.09530113,0.53639974,0.02467613,0.01357187,0.03022825,no
0.06746896,0.02207623,0.02774992,0.46940822,0.04202279,0.01139601,0.01246439,no
0.0205609,0.0588075,0.06654757,0.3818669,0.02573099,0.01403509,0.03976608,no
0.03670964,0.01561506,0.02730943,0.12514842,0.0085389,0.00474383,0.0085389,yes
