% 1. Training data set for poor performence

@RELATION poor_perf

@ATTRIBUTE ctr real
@ATTRIBUTE cpc real
@ATTRIBUTE install_per_click real
@ATTRIBUTE uv_per_click real
@ATTRIBUTE add_per_click real
@ATTRIBUTE wishlist_per_click real
@ATTRIBUTE order_per_click real
@ATTRIBUTE 'Class' {yes,no}

@data
0.01541426,0.13379167,0.05416667,0.19583333,0.04255319,0,0,yes
0.04842674,0.02668885,0.10565724,0.40349418,0.03092784,0.0185567,0.03505155,no
0.06698182,0.01824132,0.05122368,0.57484348,0.08514851,0.03069307,0.01287129,no
0.04601884,0.0204273,0.04209184,0.22959184,0.02777778,0.00277778,0.03055556,no
0.05140375,0.0279007,0.02526132,0.40592334,0.05150215,0.0193133,0.03004292,no
0.01536416,0.30778846,0.125,0.35576923,0.13513514,0,0,yes
0.03777907,0.03528115,0.02646086,0.48180816,0.05034325,0.02059497,0.00915332,yes
0.02088346,0.06954348,0.04782609,0.51086957,0.02978723,0.00851064,0,yes
0.04819362,0.02335036,0.07591241,0.37007299,0.02761341,0.01577909,0.0295858,no
0.03432391,0.08415789,0.03947368,0.64736842,0.1300813,0.10162602,0.04065041,no
0.02556376,0.03038023,0.06939163,0.66159696,0.09913793,0.07902299,0.02298851,no
0.03243349,0.01594094,0.04304304,0.11411411,0.00877193,0.01315789,0.01754386,yes
0.03761944,0.01813781,0.06719818,0.27220957,0.0251046,0.01882845,0.05020921,no
0.02976647,0.03280412,0.06907216,0.34742268,0.03264095,0.00593472,0.04154303,no
0.03781036,0.02889192,0.08719346,0.25249773,0.02158273,0.00719424,0.04316547,yes
0.10075052,0.01499293,0.02404526,0.53229609,0.02214349,0.02657219,0.01417183,no
0.04346988,0.03522173,0.03991131,0.48115299,0.00921659,0.01843318,0.02304147,no
0.02629486,0.02668908,0.09747899,0.27815126,0.04531722,0.00906344,0.03625378,no
0.05665203,0.02389014,0.05869074,0.37396539,0.01006036,0,0.03018109,no
0.0322588,0.02244696,0.06577086,0.36633663,0.01737452,0.00579151,0.05405405,no
0.07570875,0.01517456,0.08608321,0.32950741,0.02177068,0.02902758,0.02902758,no
0.07646226,0.01955583,0.01665638,0.48241826,0.02685422,0.01150895,0.02941176,no
0.03751459,0.02239745,0.0884017,0.41442716,0.06313993,0.05290102,0.02047782,no
0.0282254,0.02234298,0.08892025,0.1905434,0.03703704,0.01111111,0.07407407,no
0.03417437,0.03146269,0.04079602,0.32835821,0.02121212,0.02121212,0.05454545,no
0.05592162,0.02419281,0.07345065,0.31675593,0.01932367,0.00241546,0.02657005,no
0.04662622,0.02761572,0.0349345,0.54497817,0.07371795,0.04166667,0.04647436,no
0.03460691,0.03866585,0.06976744,0.29253366,0.0125523,0.0041841,0.0209205,no
0.02384743,0.04393602,0.07232267,0.64673157,0.0516129,0.02365591,0.06021505,no
0.02882823,0.02618574,0.06882255,0.2039801,0.00813008,0.01219512,0.04065041,no
0.03980645,0.02998101,0.05698006,0.45868946,0.02691511,0.01242236,0.04761905,no
0.05163107,0.04783333,0.05909091,0.76818182,0.02169625,0.01183432,0.03747535,no
0.03404961,0.02439288,0.04408353,0.28847641,0.00268097,0.00536193,0.01608579,yes
0.06596524,0.01010911,0.04557125,0.23299101,0.0137741,0.01790634,0.0137741,no
0.03939019,0.0318845,0.04559271,0.49240122,0.00617284,0.00823045,0.01440329,yes
0.02017133,0.03054422,0.20116618,0.30515063,0.02547771,0.03503185,0.05414013,no
0.03993559,0.03618664,0.06221198,0.58870968,0.0332681,0.01565558,0.05088063,no
0.03997402,0.01759664,0.04537815,0.4280112,0.02879581,0.04450262,0.05759162,no
0.03761118,0.03031853,0.08590734,0.11969112,0.02419355,0.01612903,0.01612903,yes
0.11017772,0.01628631,0.04408714,0.83454357,0.04412679,0.01802362,0.02361715,no
0.04275338,0.12111969,0.05791506,0.22779923,0.03389831,0.01694915,0.01694915,yes
0.09583796,0.02019974,0.01546392,0.66688144,0.06666667,0.02898551,0.02125604,no
0.03674317,0.01687668,0.08885299,0.26978998,0.02794411,0.01596806,0.04790419,no
0.05148775,0.01633142,0.09536217,0.32516936,0.02724359,0.01923077,0.05128205,no
0.05700344,0.02078965,0.066357,0.38885202,0.04266212,0.01535836,0.0221843,no
0.02588297,0.03534989,0.04288939,0.38826185,0.02325581,0,0.02906977,yes
0.04586286,0.03804136,0.03892944,0.67518248,0.02702703,0.01081081,0.03243243,no
0.04226846,0.03733572,0.03703704,0.56989247,0.02725367,0.01257862,0.02725367,no
0.02878382,0.03683962,0.09669811,0.73938679,0.05582137,0.05103668,0.02870813,no
0.05295588,0.02633221,0.05733558,0.41821248,0.01814516,0.01612903,0.0483871,no
0.03107745,0.02545232,0.05297474,0.19396903,0.01260504,0.00420168,0.01260504,yes
0.02416079,0.13800885,0.02212389,0.24778761,0.05357143,0,0,yes
0.04128991,0.02668092,0.0667237,0.41060736,0.02291667,0.00625,0.03333333,no
0.03658396,0.03269392,0.05555556,0.47589099,0.00881057,0.01321586,0.030837,no
0.03978845,0.03873292,0.05838509,0.35900621,0.01384083,0.02076125,0.02422145,no
0.03663977,0.01650609,0.0354685,0.17151932,0.02777778,0.02777778,0.00925926,yes
0.04461479,0.03005792,0.0453668,0.46621622,0.00828157,0.00828157,0.01449275,yes
0.04220239,0.11157706,0.07168459,0.26523297,0.05405405,0,0.01351351,yes
0.01274918,0.10690722,0.04467354,0.10309278,0,0,0,yes
0.03221197,0.03727818,0.07673861,0.44364508,0.02972973,0.00540541,0.03783784,no
0.04290136,0.02572968,0.1185738,0.6384743,0.04545455,0.03376623,0.03896104,no
0.08170153,0.01488953,0.04995197,0.31700288,0.00909091,0.01060606,0.03333333,no
0.10296977,0.02660944,0.04635193,0.40343348,0.04680851,0.0106383,0.02340426,no
0.0294826,0.07670792,0.08415842,0.14108911,0.03508772,0,0,yes
0.02650414,0.03146193,0.02741117,0.44670051,0.05454545,0.02954545,0.01136364,yes
0.03806057,0.06734783,0.08043478,0.73695652,0.0619469,0.04129794,0.02654867,no
0.02266013,0.04294036,0.1220527,0.43411928,0.02236422,0.00638978,0.02875399,no
0.06887707,0.02811081,0.03996367,0.70027248,0.0311284,0.01167315,0.02075227,no
0.04588189,0.03302028,0.04589114,0.6488794,0.03453947,0.01809211,0.03782895,no
0.04931926,0.02134576,0.03519669,0.60248447,0.07216495,0.04123711,0.02978236,no
0.04643988,0.01771478,0.04352806,0.48109966,0.0547619,0.0547619,0.02738095,no
0.0437266,0.02243832,0.09941945,0.26560232,0.01912568,0.01092896,0.04371585,no
0.03423713,0.02541941,0.03371711,0.47039474,0.03671329,0.01398601,0.02797203,no
0.05959675,0.01444393,0.04065421,0.32336449,0.01589595,0.01445087,0.05057803,no
0.02530732,0.02839926,0.0524379,0.2023919,0.02272727,0.02272727,0.05,no
0.03745293,0.0137891,0.01966041,0.18677391,0.00956938,0.00956938,0.00956938,yes
0.0193299,0.10286667,0.01,0.05666667,0,0,0,yes
0.0325481,0.028407,0.10957643,0.29189687,0.01577287,0.00630915,0.04100946,no
0.02753122,0.02809654,0.14845173,0.54189435,0.03193277,0.02016807,0.04033613,no
0.05495332,0.01563895,0.01724138,0.40922921,0.02726146,0.01982652,0.0086741,no
0.02918554,0.032125,0.0625,0.37291667,0.04189944,0.01675978,0.05586592,no
0.03327796,0.02607445,0.07021997,0.39255499,0.01508621,0.01724138,0.03232759,no
0.03127947,0.04036697,0.03800786,0.56749672,0.01385681,0.00230947,0.06235566,no
0.05911476,0.02203293,0.06084467,0.57122405,0.07017544,0.05764411,0.02130326,no
0.04602803,0.02748214,0.03035714,1.16607143,0.07580398,0.06584992,0.03675345,no
0.10581324,0.01986443,0.02582311,0.35958683,0.07360862,0.02872531,0.01974865,no
0.04179062,0.03476836,0.08022599,0.43050847,0.00787402,0.00524934,0.03674541,no
0.01635311,0.05446018,0.24955752,0.36814159,0.04807692,0.03846154,0.01923077,yes
0.05195798,0.02261765,0.04117647,0.72205882,0.08655804,0.04684318,0.01323829,no
0.03510537,0.04639517,0.04977376,0.60482655,0.02743142,0.00249377,0.03241895,no
0.01122837,0.16808743,0.08743169,0.16393443,0,0.06666667,0,yes
0.01528017,0.04507331,0.08357771,0.14369501,0.01020408,0.02040816,0.01020408,yes
0.052578,0.02975799,0.01936108,0.28848015,0.01677852,0,0.0033557,yes
0.01389177,0.15283582,0.039801,0.1641791,0.06060606,0,0.03030303,yes
0.03512374,0.04726154,0.02615385,0.51076923,0.02409639,0.03313253,0.01204819,yes
0.04356219,0.02567726,0.01588629,0.36371237,0.04137931,0.0183908,0.05977011,no
0.03110847,0.03663484,0.05131265,0.5202864,0.01376147,0.01834862,0.02752294,no
0.0328147,0.02478998,0.05411955,0.34652666,0.02797203,0.03030303,0.02797203,no
0.03176658,0.02907109,0.07109005,0.21137441,0.03139013,0.01345291,0.04484305,no
0.03790235,0.02045364,0.07538359,0.27885257,0.01435407,0.01913876,0.05502392,no
0.02970436,0.01609449,0.04514436,0.08818898,0.04166667,0.01190476,0.02380952,yes
0.07587307,0.01432243,0.02056075,0.6,0.02258567,0.01246106,0.01635514,no
0.03123076,0.03176349,0.05705394,0.59439834,0.09424084,0.05759162,0.03141361,no
0.03174706,0.03118126,0.04786151,0.35743381,0.01139601,0.00854701,0.04843305,no
0.08613146,0.01871481,0.02203182,0.6126071,0.08491508,0.02897103,0.01998002,no
0.02846519,0.13765766,0.07207207,0.11261261,0.04,0.04,0,yes
0.03739134,0.03758918,0.06642066,0.48462485,0.01522843,0.01522843,0.05076142,no
0.04749062,0.02710736,0.10292813,0.65217391,0.02993197,0.01496599,0.05986395,no
0.04630291,0.03363436,0.08590308,0.39096916,0.03380282,0.0084507,0.03380282,no
0.0380075,0.04428157,0.02467344,0.69375907,0.07112971,0.0167364,0.01464435,yes
0.03605369,0.03126154,0.04205128,0.34051282,0.13253012,0.02710843,0.04216867,no
0.03934175,0.03713415,0.06097561,0.34268293,0.02135231,0,0.01067616,yes
0.02675388,0.02796875,0.06893382,0.07904412,0.02325581,0.04651163,0.05813953,yes
0.03188688,0.02325688,0.04281346,0.28975535,0.00527704,0.00527704,0.00263852,yes
0.03653493,0.03187631,0.09224319,0.51677149,0.02231237,0.01014199,0.03853955,no
0.03348334,0.02569738,0.13017751,0.73626374,0.03559127,0.02985075,0.05625718,no
0.03763036,0.02170714,0.11071429,0.13214286,0.02162162,0.00540541,0.01621622,yes
0.02208869,0.03824937,0.10327456,0.30604534,0.02057613,0.00823045,0.02057613,yes
0.05295532,0.03203801,0.04857445,0.17529039,0.01807229,0.01807229,0.01807229,yes
0.03218855,0.03172594,0.05439331,0.20188285,0.01554404,0,0.01036269,yes
0.0435737,0.01755646,0.0208454,0.39895773,0.05079826,0.04934688,0.02322206,no
0.02673526,0.04108401,0.08807588,0.58130081,0.10955711,0.03962704,0.02331002,no
0.01340659,0.02972549,0.03627451,0.30784314,0.00636943,0.01592357,0.05732484,no
0.06258984,0.01879578,0.04096834,0.36126629,0.0257732,0.0137457,0.02233677,no
0.03112506,0.03632653,0.10804322,0.59303721,0.12753036,0.05668016,0.048583,no
0.0207955,0.03303493,0.09825328,0.30676856,0.04626335,0.00355872,0.02491103,no
0.0936316,0.01677384,0.03104213,0.42904656,0.03229974,0.01679587,0.03229974,no
0.12080183,0.0077584,0.0384714,0.3198256,0.01844427,0.02405774,0.01844427,no
0.04631916,0.02178674,0.0554755,0.33861671,0.02765957,0.02553191,0.03829787,yes
0.02978123,0.04332855,0.02439024,0.46628407,0.04615385,0.01230769,0.01846154,no
0.02166595,0.02406375,0.09800797,0.20079681,0.05555556,0.04365079,0.01984127,yes
0.04946748,0.01791222,0.03202847,0.30782918,0.02504817,0.00963391,0.02504817,no
0.01861342,0.07844156,0.05454545,0.11168831,0.02325581,0,0,yes
0.04491085,0.02144886,0.06747159,0.57599432,0.03822441,0.01233046,0.02342787,no
0.03294012,0.02413269,0.05755396,0.39168665,0.04081633,0.02040816,0.03673469,no
0.01493303,0.04142857,0.09478022,0.49038462,0.07563025,0.07002801,0.03641457,no
0.0174322,0.03506977,0.05232558,0.13488372,0.01724138,0.00862069,0.01724138,no
0.01543256,0.28990385,0.03846154,0.71153846,0.04054054,0.04054054,0.01351351,yes
0.03754934,0.02755027,0.14899452,0.5630713,0.04383117,0.03733766,0.02272727,no
0.05979059,0.0238748,0.04992076,0.39698891,0.06387226,0.01796407,0.00998004,no
0.02864355,0.02193736,0.09176985,0.49963583,0.03498542,0.02186589,0.04810496,no
0.03369845,0.02496683,0.07379768,0.41044776,0.02424242,0.01010101,0.02424242,no
0.03702615,0.02171717,0.02525253,0.25901876,0.04456825,0.0362117,0.01671309,yes
0.02832332,0.0389392,0.04398448,0.66364812,0.04873294,0.03703704,0.03898635,no
0.07050805,0.02643234,0.02372583,0.5,0.04042179,0.02987698,0.04042179,no
0.04849789,0.02340078,0.01712062,0.38054475,0.01635992,0.00204499,0.00613497,yes
0.04383894,0.02313077,0.06076923,0.39384615,0.02539062,0.015625,0.03125,no
0.01819809,0.04106557,0.08469945,0.46994536,0.07267442,0.02325581,0.06686047,no
0.05707488,0.01170627,0.0358395,0.19750682,0.00788955,0.00788955,0.00986193,yes
0.03593423,0.02574979,0.03256213,0.42844901,0.01,0.004,0.052,no
0.01969706,0.04658915,0.0620155,0.49922481,0.08074534,0.04658385,0.01863354,yes
0.01739268,0.1365,0.03181818,0.17727273,0.15384615,0.02564103,0,yes
0.05406806,0.01439597,0.02396932,0.29050815,0.02145215,0.0330033,0.02475248,no
0.0562334,0.02404323,0.10808647,0.43554844,0.03125,0.02022059,0.04779412,no
0.03918813,0.01494522,0.04830677,0.06972112,0.00714286,0.00714286,0.02142857,yes
0.02435275,0.03323367,0.089701,0.61904762,0.09481216,0.05008945,0.05187835,no
0.0388194,0.02375397,0.0515873,0.30793651,0.01546392,0.00515464,0.02835052,no
0.01073241,0.09559105,0.04792332,0.09265176,0.03448276,0,0,yes
0.04839765,0.01444015,0.02171815,0.73986486,0.03522505,0.02935421,0.03652968,no
0.01978482,0.05458029,0.02919708,0.44708029,0.07755102,0.00408163,0.0244898,yes
0.03028345,0.01678832,0.05614823,0.22571589,0.0199005,0.02736318,0.04477612,no
0.05932228,0.01468075,0.02603143,0.28831041,0.00851789,0.01873935,0.02044293,no
0.02636741,0.02339859,0.11589663,0.15896633,0.00492611,0.01477833,0.03940887,yes
0.02877096,0.02553846,0.05982906,0.20683761,0.01652893,0.00413223,0.02892562,no
0.03862971,0.02660428,0.10338681,0.31907308,0.03072626,0.01396648,0.08379888,no
0.03291959,0.03761665,0.06431274,0.91677175,0.05089409,0.04264099,0.03576341,no
0.02826581,0.03032553,0.07833164,0.2706002,0.03759398,0.01503759,0.06390977,no
0.07677729,0.01442885,0.05324298,0.30154889,0.03370787,0.01605136,0.02247191,no
0.02045985,0.03581731,0.06610577,0.21875,0.01648352,0.02197802,0.03296703,yes
0.07974149,0.01993972,0.0261219,0.29872739,0.04932735,0.00896861,0.00896861,yes
0.03250511,0.03170576,0.07462687,0.65991471,0.06300485,0.05977383,0.0549273,no
0.03384798,0.04347953,0.0497076,0.34502924,0.02542373,0.00847458,0.04661017,no
0.02991183,0.02163755,0.07714702,0.25400291,0.00573066,0.01146132,0.07163324,no
0.03496452,0.03106695,0.11297071,0.52615063,0.02584493,0.03578529,0.02186879,no
0.08307198,0.01401605,0.04388863,0.34780557,0.01628223,0.01899593,0.02170963,no
0.04209897,0.03009128,0.11257606,0.50709939,0.018,0.012,0.036,no
0.02146249,0.03280973,0.06637168,0.56637168,0.05859375,0.08398438,0.02734375,no
0.03702379,0.04772947,0.04830918,0.03059581,0,0,0,yes
0.03984013,0.0316222,0.08004269,0.37139808,0.0316092,0.01724138,0.01724138,no
0.02759926,0.03219804,0.04787813,0.40805223,0.048,0.03466667,0.02933333,no
0.01649137,0.04578947,0.05263158,0.22755418,0.00680272,0.01360544,0.01360544,yes
0.01908793,0.13375566,0.04524887,0.28054299,0,0,0.01612903,yes
0.0525908,0.02561525,0.04679376,0.51819757,0.02341137,0.01337793,0.03010033,no
0.01170342,0.08543353,0.12427746,0.56647399,0.05612245,0.01020408,0.0255102,no
0.03181885,0.04532209,0.06441718,0.4202454,0.03284672,0,0.04014599,no
0.03513715,0.02854106,0.10628019,0.30917874,0.015625,0.00625,0.03125,no
0.03534836,0.142657,0.10628019,0.36714976,0.05263158,0.03947368,0,yes
0.03476723,0.01581682,0.03802892,0.05838243,0.00917431,0.00917431,0.02752294,yes
0.04695187,0.02475272,0.0804694,0.42665549,0.02750491,0.01964637,0.04518664,no
0.04087899,0.0692723,0.07746479,0.53521127,0.03947368,0.00438596,0.02631579,no
0.03948765,0.05662188,0.07101727,0.47792706,0.02409639,0.00803213,0.02409639,no
0.03314538,0.02649865,0.0630063,0.30153015,0.0119403,0.00597015,0.04776119,no
0.05399217,0.01642857,0.04352679,0.27176339,0.03080082,0.00616016,0.0349076,no
0.03303143,0.11866935,0.05241935,0.13709677,0.02941176,0,0.02941176,yes
0.03794229,0.0342093,0.07674419,0.19186047,0.00606061,0,0.00606061,yes
0.01987032,0.15457895,0.06842105,0.22105263,0.07142857,0.07142857,0,yes
0.02751524,0.03439625,0.06096131,0.35990621,0.01302932,0.00977199,0.05211726,no
0.03752187,0.02357717,0.02411576,0.19855305,0.04453441,0.00404858,0.01214575,yes
0.02646653,0.04628752,0.01105845,0.40600316,0.07392996,0.0233463,0.05058366,no
0.03993011,0.03123799,0.04375667,0.31270011,0.01706485,0.00682594,0.04095563,no
0.02649906,0.02379984,0.06753458,0.26118796,0.00934579,0.01557632,0.05919003,no
0.03282361,0.02320635,0.0468254,0.21666667,0.02197802,0,0.02197802,no
0.03695683,0.0276276,0.09546314,0.32797732,0.03746398,0.02305476,0.03746398,no
0.02565829,0.04260933,0.17346939,0.74344023,0.12352941,0.07254902,0.04313725,no
0.04278349,0.02187874,0.06586826,0.45508982,0.01151316,0.00493421,0.02138158,no
0.02273494,0.02551092,0.05240175,0.24104803,0.01086957,0.01811594,0.07971014,no
0.02975484,0.02839494,0.10603113,0.28793774,0.02364865,0.01689189,0.05405405,no
0.043591,0.02512931,0.06551724,0.44568966,0.01547389,0.01547389,0.03094778,no
0.02513089,0.07142157,0.04656863,0.73039216,0.09731544,0.03020134,0.05369128,no
0.04678687,0.02879447,0.04347826,0.30533597,0.05177994,0.00647249,0.00970874,yes
0.0304659,0.02792905,0.0738255,0.85810163,0.0301676,0.0122905,0.02122905,no
0.04536916,0.02043509,0.02877193,0.33894737,0.03519669,0.02070393,0.03519669,no
0.04704559,0.01881707,0.08920491,0.19457014,0.01993355,0.00996678,0.02657807,yes
0.09533344,0.02350565,0.04200323,0.43053312,0.05628518,0.00938086,0.01876173,no
0.05237151,0.01867779,0.04107831,0.32220796,0.02390438,0.00398406,0.03187251,no
0.02327562,0.03941734,0.03252033,0.60298103,0.0741573,0.05842697,0.03595506,no
0.02701968,0.01461538,0.0925088,0.17948718,0.04761905,0.05042017,0.0280112,no
0.05586264,0.03058947,0.05473684,0.81368421,0.03492885,0.01293661,0.03363519,no
0.03541519,0.02908818,0.05911824,0.36172345,0.07202216,0.02770083,0.03047091,no
0.03673004,0.01476821,0.03413143,0.3326541,0.04441041,0.03981623,0.03675345,no
0.03601766,0.01578976,0.04302832,0.35784314,0.06392694,0.05327245,0.03652968,no
0.03044056,0.04365964,0.0436747,0.37198795,0.00404858,0.00404858,0.00809717,yes
0.03810342,0.02039437,0.06901408,0.44577465,0.01737757,0.02527646,0.05529226,no
0.03921968,0.03006231,0.03426791,0.62097612,0.02006689,0.00501672,0.04347826,no
0.01703594,0.16728324,0.00578035,0.19075145,0,0,0,yes
0.04050376,0.02066476,0.0957827,0.18584703,0.01153846,0.01923077,0.01923077,yes
0.02571001,0.1680814,0.09883721,0.10465116,0.11111111,0,0,yes
0.02949853,0.0545283,0.03962264,0.62264151,0.05757576,0.02121212,0.03333333,no
0.03941653,0.04751645,0.08388158,0.26315789,0,0,0.0125,yes
0.04170242,0.01980796,0.08161866,0.09876543,0.02777778,0.00694444,0.01388889,yes
0.05039136,0.00925866,0.04910141,0.08087291,0.02380952,0.01190476,0.00396825,yes
0.02115069,0.02726843,0.04914934,0.31758034,0.02083333,0.00595238,0.0297619,yes
0.01880555,0.04782753,0.09452736,0.37147595,0.04017857,0.01339286,0.05803571,no
0.04367824,0.02351837,0.04408163,0.44653061,0.0274223,0.00731261,0.06032907,no
0.04399466,0.02298722,0.06389776,0.36341853,0.05494505,0.00879121,0.03956044,no
0.04883572,0.03420927,0.04280618,0.6313912,0.02636535,0.00753296,0.02071563,no
0.02951423,0.03812997,0.04774536,0.48541114,0.01639344,0.00546448,0.06284153,no
0.03302889,0.03241535,0.17494357,0.34988713,0.0516129,0.02903226,0.04193548,no
0.02526032,0.21908397,0.09160305,0.29770992,0.1025641,0.05128205,0,yes
0.04163156,0.03413095,0.12261905,0.75357143,0.07424961,0.09004739,0.03475513,no
0.06113135,0.01963699,0.03493151,0.67671233,0.09109312,0.04352227,0.01518219,no
0.03052053,0.03034958,0.06673729,0.15360169,0.00689655,0.00689655,0.02068966,yes
0.05985575,0.01778882,0.07329193,0.15838509,0.01176471,0.00392157,0.05490196,yes
0.04598479,0.01915663,0.03681392,0.22423025,0.02089552,0.0119403,0.0358209,no
0.03789721,0.03163717,0.05973451,0.80862832,0.05198358,0.05608755,0.02599179,no
0.01802766,0.0424184,0.08011869,0.47626113,0.06542056,0.03738318,0.02492212,yes
0.03115087,0.0373107,0.05483029,0.46605744,0.01960784,0.0140056,0.05042017,no
0.03259313,0.02671028,0.22336449,0.40280374,0.02552204,0.01392111,0.03016241,yes
0.03088674,0.02814778,0.06995074,0.43152709,0.02968037,0.02968037,0.02968037,no
0.04561272,0.05882474,0.01443299,0.71134021,0.01449275,0.00289855,0.01449275,no
0.05168161,0.02060738,0.04555315,0.3868402,0.04859813,0.01121495,0.03738318,no
0.03358414,0.02221702,0.05386417,0.17252147,0.01357466,0.00452489,0.02714932,no
0.02792488,0.02629972,0.21184089,0.50786309,0.0273224,0.02003643,0.07103825,no
0.02210756,0.04841567,0.11754685,0.3867121,0.06167401,0.00881057,0.07488987,no
0.01715208,0.14069307,0.02970297,0.11386139,0.08695652,0,0.04347826,yes
0.11402487,0.01160539,0.02818627,0.33006536,0.02475248,0.01485149,0.01608911,no
0.02636722,0.03972028,0.06853147,0.26713287,0.0104712,0,0.0104712,yes
0.02831832,0.07585561,0.09090909,0.31016043,0.05172414,0.00862069,0.02586207,yes
0.06743538,0.02722382,0.04130644,0.63208453,0.10334347,0.05167173,0.02279635,no
0.03080863,0.03459658,0.06968215,0.28850856,0.02542373,0.00423729,0.03813559,no
0.1047656,0.00805579,0.02419584,0.22203245,0.01282051,0.01538462,0.01410256,no
0.06155131,0.01321479,0.03977539,0.22040243,0.00849257,0.01273885,0.03609342,no
0.08178375,0.01468262,0.01925078,0.32414152,0.01926164,0.01284109,0.02086677,no
0.03493141,0.11421053,0.02834008,2.34817814,0.11896552,0.06206897,0.03275862,no
0.03866569,0.02977825,0.10770855,0.49102429,0.10537634,0.04946237,0.02365591,no
0.04019809,0.02395072,0.03738318,0.46728972,0.02545455,0.00909091,0.04545455,no
0.02857761,0.03553594,0.08070618,0.45901639,0.03846154,0.02197802,0.03021978,no
0.02270142,0.06139434,0.09586057,0.27015251,0.00806452,0.00806452,0.03225806,yes
0.04787581,0.02559491,0.04541326,0.40508629,0.07623318,0.05829596,0.02466368,no
0.10194788,0.00918161,0.02967069,0.45582002,0.02074392,0.01645207,0.01287554,no
0.02034154,0.11584362,0.02057613,0.43621399,0.01886792,0.00943396,0,yes
0.02793244,0.03116279,0.04429679,0.39091916,0.01133144,0.00283286,0.01983003,no
0.09482933,0.02004989,0.03635068,0.45830364,0.02177294,0.00933126,0.01399689,no
0.04694087,0.03081051,0.05147864,0.37020811,0.04142012,0.00591716,0.00887574,yes
0.01970857,0.04792164,0.06473595,0.55025554,0.16408669,0.06501548,0.04643963,no
0.03809466,0.04451664,0.04754358,0.4199683,0.01509434,0.01132075,0.03018868,no
0.02299402,0.02787488,0.03078451,0.31777557,0.009375,0.009375,0.034375,yes
0.02184169,0.22448,0.056,0.264,0.03030303,0,0,yes
0.04574458,0.06019313,0.06008584,0.50858369,0.02531646,0.00843882,0.03797468,no
0.06821621,0.01172876,0.0309753,0.33444956,0.01001252,0.01001252,0.03128911,no
0.06672682,0.01994306,0.05266904,1.07544484,0.08868299,0.04367968,0.03375248,no
0.08300769,0.01098078,0.0513927,0.24597882,0.01435407,0.02073365,0.02392344,no
0.03596288,0.10032258,0.08960573,0.26523297,0.02702703,0,0.04054054,yes
0.01689349,0.04609555,0.03459638,0.19769357,0.03333333,0,0.05,no
0.05396748,0.02101427,0.05259204,0.26070624,0.04322767,0.01729107,0.06628242,no
0.02138504,0.03434889,0.16093366,0.45208845,0.01630435,0.00815217,0.05706522,no
0.03365688,0.02383959,0.07337884,0.3831058,0.02672606,0.02004454,0.06013363,no
0.0356663,0.02392123,0.05565068,0.38270548,0.00671141,0,0.06040268,no
0.04417695,0.03861687,0.03042877,0.38450899,0.03597122,0.00719424,0.02877698,no
0.0632864,0.01500269,0.03707684,0.24341752,0.03311258,0.00441501,0.00662252,yes
0.03553756,0.17651899,0.0443038,0.08860759,0.07142857,0,0,yes
0.03289702,0.032723,0.05985915,0.11502347,0.03061224,0.02040816,0.03061224,yes
0.04404426,0.01716749,0.02770936,0.15394089,0.016,0,0.024,yes
0.03260195,0.0442381,0.04285714,0.81587302,0.04474708,0.0077821,0.03307393,no
0.05037685,0.0196542,0.0564573,0.24982357,0.03107345,0.01694915,0.01129944,yes
0.03125997,0.05677551,0.02857143,0.5755102,0.03900709,0.03546099,0.0248227,no
0.03574355,0.03029476,0.04148472,0.14519651,0,0.0075188,0.03759398,yes
0.01588018,0.04928952,0.02664298,0.3321492,0.00534759,0.03208556,0.06417112,no
0.05022588,0.02446208,0.0361552,0.51322751,0.07216495,0.07560137,0.01890034,no
0.04132254,0.01859826,0.0804829,0.34138162,0.03929273,0.043222,0.01768173,no
0.01499166,0.04976661,0.17594255,0.20825853,0.05172414,0.03448276,0.04310345,yes
0.03375861,0.04635452,0.05351171,0.41973244,0.08366534,0.01593625,0.01992032,no
0.04001231,0.04253846,0.07692308,0.33846154,0,0,0.04545455,no
0.03498472,0.02115709,0.04291188,0.24137931,0.01269841,0.01904762,0.04444444,no
0.03633218,0.02305764,0.08354219,0.24310777,0.01718213,0.00687285,0.04123711,yes
0.03636623,0.10807843,0.03529412,0.07843137,0.05,0,0,yes
0.02852501,0.02656371,0.05791506,0.69498069,0.05972222,0.04027778,0.04444444,no
0.03018238,0.02084155,0.05231236,0.22744503,0.03666667,0.01666667,0.06333333,no
0.03090309,0.0381276,0.06796117,0.38834951,0.01428571,0.00357143,0.03571429,no
0.03715238,0.02322608,0.10838273,0.13717189,0.01851852,0.01234568,0.01851852,no
0.04955542,0.03132571,0.04342857,0.56571429,0.03838384,0.01616162,0.04040404,no
0.03374338,0.0251607,0.05325987,0.34710744,0.02645503,0.03439153,0.08465608,no
0.03523113,0.03712347,0.07462687,0.49253731,0.03305785,0.01652893,0.0137741,yes
0.03904183,0.02503663,0.17216117,0.47344322,0.05029014,0.02901354,0.03868472,no
0.0331718,0.0411747,0.01054217,0.62801205,0.01918465,0.01438849,0.04316547,no
0.03997091,0.01989083,0.09752547,0.11644833,0.0125,0.00625,0.0125,yes
0.02267542,0.08332317,0.0152439,0.09756098,0.09375,0,0,yes
0.07611884,0.02698617,0.06422925,0.72628458,0.02857143,0.01088435,0.03537415,no
0.01773487,0.1728481,0.08227848,0.43037975,0.13235294,0.05882353,0.04411765,no
