@relation 'poor performance'

@attribute ctr real
@attribute cpc real
@attribute cpm real
@attribute cpuv real
@attribute order_rate_uv real
@attribute paid_rate_uv real
@attribute gmv_per_uv real
@attribute roi real

@data
0.0358308,0.04419089,1.58339512,0.08391885,0.0255919,0.01763435,0.20846449,2.48411983
0.02372053,0.03137654,0.74426808,0.06973666,0.04013339,0.02650644,0.17829404,2.55667596
0.03036252,0.04347581,1.32003537,0.06800882,0.02392032,0.01902196,0.18475753,2.71667027
0.05414288,0.02153202,1.16580575,0.05071266,0.03455497,0.01897136,0.08987311,1.77220279
0.03814215,0.02220843,0.84707724,0.05281621,0.03334167,0.01770299,0.09901038,1.874621
0.0194213,0.03616421,0.70235615,0.17050639,0.03040834,0.01439742,0.13316247,0.78098226
0.03821282,0.0192436,0.73535226,0.08187984,0.04592925,0.02436833,0.11893206,1.45251941
0.02368523,0.02492144,0.59026996,0.13045341,0.03041194,0.01880011,0.20910976,1.60294585
0.02145809,0.0270471,0.58037895,0.08620206,0.0379287,0.02306133,0.23227065,2.69449072
0.02602796,0.02760768,0.71857162,0.10535994,0.0545233,0.03167834,0.13965783,1.32553075
0.01698739,0.05601981,0.95163008,0.08737467,0.03876582,0.02423384,0.22121461,2.53179342
0.02385174,0.05430748,1.29532764,0.10726745,0.04128392,0.03046141,0.36099673,3.36538935
0.02348837,0.03531633,0.82952307,0.09396414,0.03229937,0.02120091,0.27331389,2.90870408
0.01962257,0.04464361,0.87602235,0.10910386,0.05131054,0.03791097,0.18653115,1.70966582
0.02753943,0.03719245,1.02425888,0.04800832,0.0304197,0.01873049,0.19286576,4.01734004
0.02458336,0.03526607,0.86695871,0.06387017,0.02766144,0.0180189,0.10154622,1.58988494
0.04961484,0.01903872,0.94460313,0.04461228,0.0306013,0.02517509,0.14133952,3.16817526
0.035708,0.03077951,1.09907471,0.14151635,0.02923687,0.01635282,0.13115709,0.9267981
0.02461586,0.03876354,0.95419802,0.10375532,0.03116209,0.01998125,0.28194475,2.71740037
0.03209963,0.03444766,1.10575712,0.08903336,0.02650906,0.02084353,0.19068616,2.14173822
0.03126701,0.0459516,1.43676906,0.08032764,0.04173026,0.02780427,0.11934424,1.48571819
0.04531325,0.01131175,0.51257233,0.11079936,0.00965665,0.00858369,0.05602468,0.50564083
0.02660472,0.02871726,0.76401467,0.0987824,0.04193761,0.02374894,0.26240976,2.6564426
0.04501549,0.01638462,0.73756187,0.0931826,0.02775612,0.02058319,0.16398721,1.75984805
0.07277981,0.01905547,1.38685352,0.04368087,0.01350837,0.01160578,0.14544267,3.32966491
0.02806087,0.02908286,0.81609047,0.08856382,0.04835165,0.03186813,0.24224937,2.73530843
0.01158881,0.06684266,0.77462674,0.21164974,0.0262298,0.01386558,0.12469399,0.58915256
0.02281247,0.03156693,0.72011966,0.08403763,0.07764391,0.03131043,0.11563811,1.37602768
0.06409251,0.01397806,0.89588869,0.0450582,0.02697825,0.02147433,0.12110439,2.68773279
0.06879045,0.0140467,0.96627855,0.03839373,0.01305725,0.01120297,0.07807773,2.03360634
0.08300505,0.01150209,0.95473115,0.04062725,0.01923848,0.01422846,0.09826653,2.41873428
0.01545071,0.03993216,0.61698035,0.12930692,0.03428624,0.02114165,0.17681129,1.36737682
0.05991923,0.03201952,1.91858473,0.0600881,0.0155908,0.0116397,0.12632068,2.10225788
0.04915198,0.02660607,1.30774111,0.04406266,0.0206672,0.01547681,0.09870193,2.24003555
0.05959471,0.02863234,1.70633621,0.06131266,0.02065204,0.01317563,0.15906545,2.59433283
0.03077115,0.01402615,0.43160061,0.08363543,0.0394038,0.0262121,0.11626692,1.39016346
0.07254626,0.00989314,0.7177104,0.05232683,0.03041008,0.02196283,0.06390877,1.22133842
0.0380487,0.02627516,0.99973583,0.08134455,0.01501934,0.00998291,0.12926072,1.58905215
0.02497921,0.02775255,0.6932369,0.21254241,0.02209821,0.01183036,0.11522321,0.54211869
0.02997515,0.02818599,0.84487936,0.12002364,0.01965663,0.01418263,0.16120552,1.3431148
0.0790039,0.01020943,0.80658505,0.03979648,0.02755545,0.02298193,0.13891493,3.4906338
0.0253684,0.02486462,0.63077553,0.08230679,0.05434043,0.0279965,0.11577914,1.40667777
0.06053725,0.01420964,0.86021276,0.0494877,0.02151639,0.01782787,0.10480328,2.11776398
0.02276316,0.02853963,0.64965216,0.13937024,0.04284687,0.02933142,0.09576707,0.6871415
0.02963515,0.04908309,1.45458477,0.08293122,0.04162507,0.02235975,0.10623078,1.2809504
0.04892373,0.02392911,1.17070147,0.04044692,0.01546833,0.01299945,0.12743286,3.15061974
0.07793385,0.01323758,1.03165525,0.03090827,0.02103504,0.01678624,0.08581876,2.77656338
0.02463804,0.02520931,0.62110795,0.07129207,0.02629799,0.01598174,0.08239557,1.15574665
0.02500221,0.032104,0.80267095,0.12630978,0.02037691,0.01613663,0.26564311,2.10310807
0.02921765,0.04175093,1.21986392,0.06029301,0.04566567,0.02365759,0.12302991,2.04053363
0.02849261,0.02006575,0.57172568,0.09032722,0.02864902,0.01982349,0.20570944,2.27738027
0.03042168,0.03329183,1.01279366,0.09144105,0.02229803,0.01664032,0.10384724,1.13567419
0.02773913,0.04564323,1.26610348,0.10149302,0.02070268,0.01483579,0.14203116,1.39941796
0.01922785,0.05623634,1.08130365,0.1121372,0.0408449,0.029888,0.18938702,1.6888866
0.0222051,0.03610743,0.80176886,0.05024276,0.02457379,0.01755878,0.14304494,2.84707555
0.03587235,0.03327808,1.19376293,0.0738519,0.03359805,0.0207697,0.18490056,2.50366708
0.01604899,0.04717314,0.75708139,0.08184757,0.03837376,0.02882013,0.14203174,1.73532025
0.04024226,0.04252313,1.71122685,0.04997551,0.02174931,0.01832847,0.17967448,3.59525028
0.02799347,0.02404021,0.67296878,0.09594879,0.02731839,0.01617053,0.1683462,1.75454209
0.03819038,0.03119276,1.19126332,0.0691291,0.03232626,0.01602673,0.14889859,2.15392052
0.03032104,0.03527823,1.0696726,0.18809445,0.02254402,0.01086062,0.08288958,0.44068064
0.0947487,0.01205042,1.14176155,0.03350455,0.01657791,0.01297028,0.09766277,2.91491053
0.0104324,0.08735493,0.91132197,0.12708532,0.04135508,0.02932697,0.29003784,2.28222925
0.06404061,0.01241258,0.79490903,0.03722264,0.02600561,0.02095416,0.10803274,2.90233973
0.01940796,0.04599557,0.89268017,0.0954356,0.04343042,0.02847896,0.25835016,2.70706283
0.02720034,0.02934867,0.79829365,0.06560749,0.0238245,0.01711731,0.13642912,2.07947478
0.02794259,0.0291355,0.81412133,0.13309135,0.04753723,0.01832761,0.11586054,0.87053394
0.02903774,0.01787906,0.51916755,0.12422086,0.03186381,0.01986032,0.08509603,0.68503813
0.02364885,0.02394093,0.56617546,0.08261634,0.04183963,0.03036924,0.11422438,1.38258823
0.02559759,0.02779123,0.71138853,0.1044211,0.03747911,0.02709477,0.22987706,2.20144255
0.01667187,0.03822403,0.63726614,0.24787873,0.0339404,0.01800497,0.13136382,0.52995199
0.01905993,0.04250793,0.81019819,0.05442166,0.03371616,0.01886792,0.17246473,3.16904582
0.04569582,0.03538988,1.61716947,0.0408379,0.02468129,0.0177142,0.11079862,2.71313194
0.04007452,0.02009265,0.80520318,0.03907288,0.02508602,0.0195183,0.14196434,3.63332159
0.03335902,0.03825484,1.27614378,0.08731409,0.02819909,0.01958474,0.15970181,1.82904967
0.09141804,0.02112599,1.9312968,0.03386587,0.03267156,0.01980095,0.13175499,3.89049421
0.04091527,0.02806118,1.14813058,0.04395301,0.02862419,0.02113471,0.15768236,3.5875213
0.02300309,0.02841692,0.65367679,0.12350007,0.02658282,0.02058025,0.26515078,2.14696863
0.01795061,0.02855322,0.5125476,0.15056739,0.05743715,0.03997905,0.12330831,0.81895762
0.01283813,0.05793191,0.74373739,0.11714793,0.04165272,0.02805866,0.13447398,1.14789896
0.039168,0.02031443,0.79567554,0.04493287,0.02442961,0.01782701,0.09126843,2.03121735
0.02422159,0.04170194,1.01008721,0.1001194,0.04463499,0.03061143,0.16749179,1.67292039
0.07144454,0.00908709,0.64922264,0.06120807,0.02198549,0.01631913,0.1937942,3.16615442
0.04509016,0.02020334,0.91097183,0.09586581,0.03881789,0.02923323,0.25865974,2.6981437
0.01655871,0.04315387,0.71457251,0.13636033,0.0572772,0.04103441,0.23177816,1.69974766
0.05850302,0.02473458,1.44704762,0.05439324,0.01920786,0.01206075,0.11149345,2.04976663
0.07191656,0.02700666,1.94222623,0.03459552,0.02329328,0.01819923,0.15592389,4.50705395
0.03894731,0.01422782,0.55413544,0.10783136,0.009541,0.00618876,0.03729242,0.34584021
0.03217108,0.01973129,0.63477679,0.1795247,0.01708605,0.01056229,0.06624418,0.36899756
0.03711552,0.03565937,1.32351612,0.0891301,0.02596846,0.01996915,0.1888747,2.11908997
0.01754824,0.04505111,0.79056789,0.11415508,0.03146732,0.02234006,0.24420115,2.13920532
0.04601233,0.01455016,0.66948676,0.05203258,0.03072936,0.01579662,0.17630384,3.38833547
0.03007646,0.03041323,0.91472231,0.10496417,0.03284759,0.01923077,0.20706044,1.97267741
0.05085305,0.01139197,0.5793164,0.11086032,0.0111336,0.00472335,0.03066127,0.27657567
0.10610633,0.01591239,1.68840489,0.02212112,0.02507353,0.01856406,0.11073147,5.00568913
0.03148814,0.02632486,0.82892079,0.08801858,0.01800232,0.01289199,0.09145645,1.03905838
0.03170194,0.03691586,1.17030462,0.07837882,0.02706889,0.01976693,0.1694483,2.16191444
0.01957621,0.04944118,0.9678712,0.109067,0.0507513,0.02361239,0.13977078,1.28151293
0.05252149,0.03031385,1.59212874,0.05045739,0.02948688,0.01903877,0.15027687,2.97829238
0.03108544,0.03463949,1.07678388,0.05331758,0.02820155,0.02100344,0.18157391,3.40551705
0.0126172,0.06504573,0.82069514,0.24473532,0.03021148,0.0200972,0.22405622,0.91550422
0.05122122,0.02745263,1.40615733,0.06408387,0.03333606,0.02547301,0.17453272,2.7235046
0.05451261,0.01549446,0.84464338,0.0486932,0.03770039,0.02797125,0.1637026,3.36191903
0.0335792,0.03669103,1.2320554,0.07212714,0.03308102,0.02859546,0.31265279,4.33474556
0.03484785,0.02130092,0.74229102,0.17199363,0.00927267,0.00463634,0.0416401,0.2421026
0.06880103,0.01352093,0.93025385,0.04269218,0.01805382,0.01498808,0.11950153,2.79914359
0.04471009,0.01909578,0.85377395,0.05457726,0.02301125,0.0179092,0.08967409,1.643067
0.02262004,0.02429528,0.54956021,0.07160755,0.03115903,0.01962264,0.18420916,2.57248253
0.01170849,0.06250174,0.73180102,0.18867419,0.0336432,0.01881363,0.14505644,0.76881973
0.04568441,0.02334434,1.06647245,0.06156861,0.02554674,0.02012773,0.1032785,1.67745383
0.10984708,0.00793753,0.87191445,0.02652447,0.02225227,0.0193017,0.15170027,5.7192584
0.01835132,0.04776398,0.87653199,0.11370315,0.0505015,0.03580855,0.16304153,1.4339227
0.04431738,0.01828242,0.8102291,0.04971028,0.03059876,0.02612585,0.13897631,2.79572597
0.0818597,0.01005875,0.82340616,0.03365173,0.01377066,0.01101652,0.07689159,2.28492244
0.0505856,0.01090916,0.55184635,0.11042521,0.01290812,0.00835232,0.06414958,0.58093241
0.01239667,0.06848938,0.84904044,0.10637789,0.03679438,0.02568002,0.21679263,2.03794823
0.0420778,0.02541848,1.06955358,0.06506432,0.04081633,0.01982784,0.11694168,1.79732422
0.03532765,0.01955508,0.69083519,0.08520476,0.02988771,0.02311757,0.07187087,0.84350775
0.05352049,0.01602945,0.85790377,0.04017065,0.01677948,0.01267995,0.09292497,2.31325501
0.01940538,0.04905158,0.95186432,0.09988685,0.05142411,0.03925088,0.13038627,1.30533964
0.02782782,0.02967536,0.82580064,0.1409404,0.03098232,0.01457992,0.07970293,0.56550806
0.03582433,0.03056571,1.09499617,0.06125164,0.03231279,0.0253721,0.15855402,2.58856783
0.06670438,0.03095181,2.06462148,0.08066004,0.01768133,0.01506932,0.12489853,1.5484562
0.04123175,0.01680188,0.69277104,0.08654473,0.02584493,0.02166998,0.22007157,2.54286502
0.04191738,0.02985215,1.25132369,0.05736038,0.05473119,0.03146671,0.185107,3.22708837
0.01771066,0.03830505,0.67840791,0.15621222,0.02083996,0.0136812,0.22175947,1.41960385
0.0266089,0.02000898,0.53241688,0.1063052,0.05245698,0.0286129,0.16718018,1.5726434
0.03826079,0.02786897,1.06628862,0.06399319,0.05944056,0.03344092,0.18453828,2.88371767
0.056734,0.01991011,1.12958048,0.04076332,0.01968315,0.01672268,0.12899344,3.16444863
0.01539792,0.04127607,0.63556562,0.10989543,0.03921364,0.02405103,0.21225034,1.93138458
0.0891825,0.00981122,0.87498948,0.0377413,0.02874433,0.02223903,0.16195613,4.29121738
0.03616002,0.01355732,0.49023304,0.05628879,0.01943809,0.01519111,0.13674616,2.42936738
0.01968759,0.05568169,1.09623817,0.09853274,0.05423085,0.03777168,0.37423437,3.79807116
0.14481116,0.00616751,0.89312452,0.02022385,0.01583977,0.01295981,0.10716062,5.29872484
0.03435132,0.02496728,0.85765902,0.10765276,0.01800242,0.01315562,0.26464255,2.45829782
0.02412049,0.05086661,1.22692781,0.08657769,0.02881588,0.02327173,0.13720945,1.58481303
0.03262379,0.01412155,0.46069846,0.12048387,0.01578586,0.00960879,0.04760467,0.39511236
0.01470499,0.03629478,0.53371417,0.1210443,0.03248322,0.02442953,0.15748859,1.3010823
0.05220996,0.01243895,0.64943687,0.05914587,0.0318618,0.02341651,0.11998656,2.02865488
0.03236713,0.03057744,0.98970404,0.08211612,0.03049376,0.01725448,0.15309495,1.86437161
0.03880512,0.04033836,1.56533514,0.08294912,0.01852628,0.01575991,0.15222148,1.83511875
0.05714199,0.01076039,0.61486992,0.0703599,0.01919488,0.01599573,0.14586777,2.07316611
0.05909683,0.03221574,1.90384801,0.04619399,0.02433602,0.01977302,0.15333275,3.31932273
0.02532496,0.0263363,0.66696564,0.07289102,0.02800678,0.01964992,0.15275889,2.09571617
0.0461632,0.02541965,1.17345252,0.0689434,0.0445061,0.03196448,0.32909767,4.77344731
0.02955917,0.035832,1.05916432,0.06388877,0.06218524,0.03751551,0.22156047,3.46790961
0.09694794,0.0072911,0.70685705,0.04128445,0.02358711,0.02031761,0.14689164,3.55803824
