@relation 'poor performance'

@attribute ctr real
@attribute cpc real
@attribute cpm real
@attribute cpuv real
@attribute order_rate_uv real
@attribute paid_rate_uv real
@attribute gmv_per_uv real
@attribute roi real

@data
0.05512405,0.03251883,1.79256929,0.06367482,0.01746217,0.01358168,0.17993015,2.82576635
0.02205172,0.03285459,0.72450011,0.12396707,0.02245509,0.01497006,0.12768713,1.03000845
0.02767619,0.03143452,0.86998781,0.04117204,0.0272869,0.01611227,0.13024948,3.16354226
0.0924711,0.02758148,2.55048974,0.05492283,0.02057776,0.0182034,0.23961615,4.3627783
0.02990556,0.0563911,1.68640759,0.05057209,0.02067368,0.01657459,0.18427553,3.64381872
0.0200337,0.04420969,0.88568371,0.10207087,0.04049701,0.02669121,0.13941095,1.36582507
0.04324995,0.02898126,1.25343818,0.05479457,0.03354693,0.02336977,0.33967961,6.199147
0.06829927,0.01546816,1.05646382,0.03622253,0.03786816,0.03132305,0.14840112,4.09692824
0.06918535,0.02577653,1.78335846,0.04680944,0.02250454,0.01778584,0.13695463,2.92579094
0.02229491,0.07314211,1.63069683,0.29297838,0.0336269,0.02321857,0.14441954,0.49293581
0.11120757,0.01098479,1.22159154,0.02780142,0.02684904,0.02431611,0.15828774,5.69351312
0.05544456,0.02078879,1.15262515,0.0479409,0.03647276,0.02493075,0.11989381,2.50086672
0.075059,0.01157821,0.86904887,0.04450346,0.01924557,0.01385681,0.18581216,4.1752292
0.05204593,0.02219615,1.15521921,0.03026251,0.04511895,0.03254033,0.15923435,5.26176922
0.0882681,0.01413959,1.24807478,0.0181701,0.02783505,0.02139175,0.20500515,11.28255319
0.03804543,0.05026929,1.91251692,0.07614612,0.02374429,0.01856925,0.16737291,2.19804909
0.07739818,0.01125829,0.87137123,0.05314042,0.02466793,0.01233397,0.1255408,2.36243528
0.01877529,0.05218693,0.97982459,0.19668939,0.03484848,0.02348485,0.14193182,0.72160382
0.06239596,0.02660469,1.66002522,0.04314651,0.02097673,0.01769912,0.17113405,3.96634761
0.02103888,0.03852578,0.81053944,0.09535035,0.03003003,0.02202202,0.32485986,3.40701276
0.02518351,0.0349686,0.88063211,0.05536883,0.02661963,0.0208467,0.18538486,3.34818119
0.05112258,0.03307583,1.69092191,0.04587458,0.04499438,0.02980877,0.27179415,5.92472261
0.06899978,0.01519976,1.04877981,0.03345982,0.03080357,0.025,0.12412946,3.70980654
0.03201545,0.03596954,1.15158095,0.07665513,0.03764604,0.02769364,0.28920814,3.77284787
0.03852476,0.0303657,1.16983141,0.03860021,0.0428719,0.0356405,0.28551395,7.39669477
0.27217396,0.00513926,1.39877165,0.01039046,0.02178381,0.01644061,0.13004521,12.51582278
0.03702533,0.03352917,1.24142863,0.06956137,0.04976803,0.02994517,0.10026571,1.44139938
0.04454889,0.04173931,1.85943965,0.06623788,0.02521008,0.01939237,0.18436652,2.78340002
0.04239367,0.02248981,0.9534257,0.0536346,0.03401361,0.02526725,0.22445092,4.18481609
0.07418786,0.01140426,0.84605791,0.04862762,0.01486014,0.01136364,0.13833042,2.84468812
0.04668251,0.01834804,0.85653249,0.04688516,0.08337703,0.05401154,0.17256948,3.68068449
0.02384566,0.02173306,0.51823924,0.24671329,0.05128205,0.03496503,0.12470862,0.50547997
0.12466354,0.00879087,1.09590095,0.02566026,0.030012,0.02581032,0.12089436,4.71134503
0.03673044,0.03665022,1.34617854,0.06078786,0.03854025,0.02626194,0.26220327,4.31341525
0.06878921,0.01991764,1.37011911,0.02693207,0.0236637,0.01614699,0.22306793,8.28261319
0.02675185,0.03452091,0.92349841,0.0964479,0.05008636,0.03799655,0.27130685,2.81298872
0.08158249,0.0115456,0.94191919,0.07571042,0.03924222,0.01488498,0.05878214,0.77640751
0.04450507,0.03458824,1.53935185,0.09043713,0.03130059,0.01834862,0.12014031,1.32844015
0.08624833,0.012258,1.05723186,0.02853916,0.01922153,0.01681884,0.11361845,3.98114161
0.18905181,0.00830817,1.57067449,0.01706457,0.01274427,0.01019541,0.11523789,6.75304954
0.06269083,0.02153368,1.34996427,0.04976054,0.03256705,0.02203065,0.19969828,4.01318576
0.0426492,0.03366244,1.43567604,0.07660833,0.04257332,0.03405866,0.19914853,2.59956777
0.09805881,0.01408193,1.38085722,0.04109223,0.03216019,0.0315534,0.18739078,4.56024808
0.02588143,0.0374948,0.97041892,0.10531853,0.02162478,0.01227352,0.07838691,0.74428413
0.04850765,0.01847164,0.89601602,0.03041195,0.04428424,0.02608994,0.10736354,3.53030816
0.04723788,0.0362187,1.71089468,0.06057941,0.03699825,0.03001745,0.17332286,2.8610855
0.12062972,0.01132804,1.36649874,0.02088949,0.02079322,0.01809781,0.15368887,7.35723502
0.09106304,0.01519641,1.38383089,0.02490753,0.03082192,0.025,0.18535616,7.44177093
0.0410666,0.01983061,0.81437589,0.04939063,0.05729167,0.03854167,0.13078125,2.64789624
0.0472276,0.03319038,1.56750188,0.05493421,0.04743767,0.03358726,0.1261946,2.29719508
0.0517962,0.02550199,1.3209063,0.08502446,0.02096436,0.01607268,0.18765199,2.20703542
0.03857228,0.03123506,1.20480758,0.051189,0.05635739,0.03402062,0.12061512,2.35627014
0.05139039,0.01572777,0.80825609,0.12624579,0.00505051,0.0016835,0.00592593,0.04693959
0.03652358,0.02203867,0.80493122,0.06362864,0.04247573,0.02730583,0.188125,2.95660881
0.25204418,0.00416684,1.05022831,0.01717014,0.01649306,0.00954861,0.05836806,3.39939333
0.09995367,0.01286346,1.28575039,0.03597525,0.02533883,0.02180318,0.13883913,3.85929566
0.06299988,0.01102873,0.69480857,0.02223595,0.02981261,0.01831346,0.17081772,7.68205325
0.04229029,0.02221987,0.93968492,0.04843318,0.05115207,0.03548387,0.18876037,3.89733587
0.02984226,0.04230948,1.26261063,0.11633877,0.03492433,0.02677532,0.21063446,1.81052684
0.05837846,0.01634265,0.9540588,0.05850644,0.0227445,0.01743745,0.20667172,3.5324608
0.03956611,0.03398729,1.34474492,0.08487831,0.01798942,0.01428571,0.29072487,3.42519636
0.03825398,0.02830929,1.08294314,0.08878909,0.02461743,0.0093147,0.11582169,1.3044586
0.23932145,0.00575127,1.37640307,0.01319377,0.02142162,0.01752678,0.11367089,8.61549815
0.09481508,0.01584661,1.50249778,0.03016175,0.02062273,0.01779216,0.14878285,4.93283282
0.03518772,0.02966837,1.04396221,0.05345079,0.02910762,0.02604366,0.42371888,7.92727142
0.03602899,0.03076776,1.10853141,0.07193933,0.01839881,0.01491795,0.22973645,3.1934748
0.04989382,0.03282188,1.63760883,0.08423266,0.02348443,0.01911524,0.27695795,3.28801141
0.19636059,0.00245207,0.48148923,0.63944444,0.16666667,0.16666667,1.34444444,2.10251955
0.06724111,0.02109595,1.41851496,0.12336658,0.01371571,0.01246883,0.11244389,0.91146149
0.02592603,0.03462015,0.89756286,0.0586091,0.04407514,0.03034682,0.16865607,2.87764285
0.06943004,0.01282177,0.89021607,0.05953419,0.01585728,0.00792864,0.03836472,0.64441485
0.06242255,0.01699039,1.06058385,0.08378947,0.00842105,0.00526316,0.02808421,0.33517588
0.04669785,0.0263186,1.22902187,0.04563125,0.03443169,0.02924843,0.23156979,5.0748073
0.18205877,0.00764002,1.39093209,0.01543178,0.02763385,0.0224525,0.12263817,7.94711807
0.02545666,0.03597605,0.91583027,0.10642631,0.0398482,0.02403542,0.14956989,1.40538452
0.11701488,0.0104924,1.22776692,0.02676679,0.02566903,0.01911524,0.19835063,7.41032442
0.04332807,0.04297257,1.86191847,0.05558913,0.03410036,0.02467424,0.19685889,3.54131963
0.07795398,0.01655949,1.2908778,0.0341361,0.03269996,0.02739726,0.14082634,4.12543689
0.08081876,0.01260347,1.01859715,0.02324763,0.02887658,0.0221519,0.12964794,5.57682491
0.05447293,0.02108654,1.14864549,0.02941,0.02186283,0.01467505,0.19772986,6.72321792
0.11434818,0.01766488,2.01994645,0.02899506,0.0342031,0.01798307,0.07971791,2.74936155
0.15737672,0.01200086,1.88865589,0.01898029,0.01359619,0.01053705,0.1460741,7.69609599
0.06229306,0.0123413,0.76877706,0.05514423,0.04038462,0.03076923,0.07409615,1.34367916
0.04215225,0.02258572,0.95203898,0.05523734,0.05221519,0.02531646,0.12550633,2.27212833
0.03477464,0.0173067,0.60183412,0.06884021,0.03178694,0.02835052,0.26890893,3.9062773
0.04470736,0.0213005,0.95228897,0.08299663,0.03114478,0.02356902,0.13748316,1.65649087
0.04477179,0.03081875,1.37981062,0.07380238,0.02379721,0.01603725,0.15279876,2.07037712
0.19077482,0.00578503,1.10363891,0.01598924,0.02749552,0.02450687,0.18124925,11.33570093
0.08196954,0.0134149,1.09961305,0.03011667,0.02187652,0.02090423,0.13471074,4.47296207
0.11704609,0.01150314,1.34639761,0.02088478,0.01966182,0.01376327,0.07825796,3.7471286
0.04314536,0.02209967,0.95349837,0.05206228,0.07708014,0.03318019,0.08458397,1.62466909
0.02708827,0.05251625,1.42257474,0.10054357,0.02282158,0.0186722,0.31892531,3.17201106
0.06551837,0.02374079,1.55545773,0.05801907,0.02489407,0.01959746,0.13012182,2.24274238
0.13035861,0.0117494,1.53163591,0.02049149,0.01587902,0.01587902,0.14277127,6.96734317
0.0305089,0.01674793,0.51096102,0.05640762,0.0388563,0.03005865,0.14214076,2.51988563
0.14082648,0.00878352,1.23695198,0.01746424,0.02427395,0.01950585,0.16005202,9.16455696
0.12780401,0.01066448,1.36296338,0.01701185,0.0223152,0.01603905,0.14375523,8.45029719
0.04429865,0.02178954,0.96524722,0.05800815,0.02912056,0.01805475,0.27349447,4.71475904
0.04402031,0.05937842,2.61385643,0.06379027,0.03197743,0.02868563,0.4152269,6.50925175
0.09211136,0.01057124,0.97373143,0.02548813,0.01952507,0.01583113,0.10439578,4.09585921
0.06371435,0.01086033,0.69195899,0.04965966,0.02302302,0.01301301,0.22713714,4.57387623
0.04110144,0.03707622,1.52388582,0.07309585,0.01511226,0.00561313,0.03224525,0.44113651
0.0560493,0.02417433,1.35495434,0.02972798,0.03231888,0.02100727,0.19155669,6.44364921
0.04562453,0.02335744,1.06567212,0.05039243,0.02931442,0.02316785,0.16021277,3.17930193
0.0573009,0.02391619,1.37041926,0.06659133,0.02810018,0.02382407,0.28528406,4.28410238
0.04259597,0.06528211,2.78075466,0.21134328,0.01634684,0.01279318,0.14544421,0.6881894
0.03869372,0.02185234,0.84554822,0.06362764,0.04670505,0.03582853,0.11585413,1.82081448
0.10930668,0.02056484,2.24787392,0.02319534,0.02825979,0.02330193,0.29387209,12.66944534
0.03594433,0.04848505,1.74276253,0.06457101,0.02811127,0.02020498,0.36587701,5.66627364
0.10956627,0.01331647,1.45903614,0.0296523,0.01665034,0.01175318,0.08929971,3.01156069
0.03990712,0.08131805,3.24516884,0.11522174,0.02904435,0.01811368,0.29280762,2.54125332
0.12312378,0.00931316,1.14667174,0.02042131,0.0188862,0.01549637,0.09238741,4.52406924
0.03047327,0.03985154,1.21440677,0.0578668,0.06853282,0.05276705,0.22037645,3.80834028
0.03031789,0.07815201,2.36940399,0.1092627,0.02478315,0.01672862,0.26289343,2.40606748
0.05257577,0.01926197,1.0127128,0.04566999,0.04834472,0.03258014,0.19001051,4.16051087
0.05556925,0.01822173,1.01256777,0.0781922,0.01617507,0.00570885,0.02334919,0.2986128
0.08409138,0.01588627,1.33589854,0.04324063,0.02720677,0.02237001,0.25981862,6.0086689
0.10236848,0.01365517,1.39785926,0.03208573,0.01986409,0.01725039,0.12358076,3.85158032
0.09910328,0.01143303,1.13305062,0.02213115,0.01855047,0.01294219,0.08365833,3.78011696
0.11270085,0.00872602,0.9834293,0.03020077,0.03474903,0.01930502,0.19137452,6.33674252
0.06567107,0.01950904,1.28117947,0.04150997,0.02754036,0.02374169,0.17838557,4.29741478
0.07815117,0.01243804,0.97204774,0.05749226,0.00928793,0.00722394,0.0573581,0.99766649
0.0436332,0.02778698,1.21243483,0.05463264,0.0241971,0.01495821,0.18029916,3.30020937
0.02578057,0.0262458,0.67663185,0.06864169,0.08723653,0.03747073,0.13408665,1.95342886
0.03631467,0.04298678,1.56105063,0.0741306,0.02897991,0.02009274,0.3102898,4.18571801
0.11727454,0.01030697,1.20874501,0.02224371,0.02852998,0.02562863,0.13244681,5.95434783
0.06040724,0.01709242,1.03250608,0.03979581,0.03298429,0.02146597,0.2290733,5.75621629
0.0581683,0.02572232,1.49622377,0.05098573,0.01828724,0.01382694,0.09248439,1.81392704
0.04085668,0.02524871,1.03157817,0.05741044,0.02149437,0.01842375,0.2727738,4.75129257
0.04744849,0.02609959,1.23838645,0.07198881,0.01180858,0.00994406,0.11287756,1.56798757
0.03580162,0.02294184,0.82135507,0.08445643,0.02655602,0.01908714,0.10717842,1.26903803
0.12178218,0.00962963,1.17271727,0.04302725,0.02926337,0.01311806,0.12507568,2.90689493
0.16449251,0.00623814,1.02612703,0.02714848,0.01278269,0.00983284,0.06710914,2.47193046
0.06637155,0.01995478,1.32442977,0.0725226,0.01314708,0.00739523,0.04309778,0.59426694
0.07463291,0.01740389,1.29890295,0.04477022,0.01454334,0.0122164,0.06925538,1.54690748
0.02358977,0.17598099,4.15135031,1.05231394,0.00405954,0.00405954,0.37281461,0.35428079
0.02586808,0.03686452,0.95361444,0.12449885,0.013772,0.00994644,0.14685539,1.17957227
0.09286392,0.0156118,1.44977337,0.03663825,0.02610549,0.02024507,0.15085242,4.11734768
0.03563552,0.02751536,0.98052411,0.03630441,0.05373762,0.03902732,0.21353648,5.88183247
0.15420003,0.0070394,1.08547549,0.01671714,0.01730665,0.01676582,0.10543537,6.30702038
0.03653436,0.05673204,2.0726688,0.30374847,0.01221001,0.00732601,0.0430525,0.14173735
0.04549321,0.02173774,0.98891978,0.02748558,0.0216263,0.01384083,0.15160323,5.51573647
0.07319396,0.02690639,1.96938554,0.04639764,0.02401575,0.02047244,0.25559055,5.5086975
0.10302246,0.01398402,1.440668,0.02897351,0.02554399,0.01371807,0.06928098,2.39118367
0.07987944,0.01661102,1.32687917,0.0336764,0.04775151,0.03059805,0.18240612,5.41643722
0.03490682,0.03202433,1.11786762,0.05441888,0.03120125,0.0226209,0.17361154,3.19028166
0.05121779,0.06856421,3.51170726,0.14616063,0.02350637,0.0215475,0.27928991,1.91084232
0.044459,0.02423573,1.07749621,0.05295775,0.01961771,0.01156942,0.04577968,0.86445669
0.09020683,0.01555939,1.40356342,0.02408767,0.02637206,0.01960086,0.12252673,5.08669922
0.01821484,0.05313019,0.96775821,0.11600806,0.02318548,0.01512097,0.1433619,1.23579249
0.03726842,0.0381136,1.42043352,0.04302059,0.02084962,0.01615846,0.1765963,4.10492518
0.10967791,0.01576479,1.72904893,0.02229739,0.03660131,0.02385621,0.16687582,7.4840979
0.01740586,0.0325168,0.56598294,0.06111063,0.03440767,0.02351916,0.17152003,2.80671371
0.06684347,0.01480278,0.98946944,0.04486639,0.01898734,0.01687764,0.0895007,1.99482759
0.07391327,0.01599025,1.18189151,0.03761333,0.02184599,0.01966139,0.1291207,3.43284449
0.06877267,0.01851069,1.27302942,0.04222046,0.02596714,0.01589825,0.36982512,8.75938245
0.09473452,0.0132093,1.25137696,0.02911328,0.02460277,0.01845208,0.15142491,5.20123239
0.06475145,0.00883845,0.57230278,0.03239761,0.0221843,0.01194539,0.07489761,2.31182513
0.05339323,0.02981356,1.59184232,0.03206266,0.03659148,0.02857143,0.16769925,5.23036035
0.07235377,0.02099767,1.51926061,0.03607529,0.01922307,0.0164197,0.12611534,3.49589254
0.05779965,0.01487287,0.85964676,0.0940413,0.01622419,0.00737463,0.06514749,0.69275408
0.11428724,0.01469902,1.6799104,0.01782178,0.02970297,0.0251768,0.14538331,8.15761905
0.07750521,0.01913805,1.48329863,0.03166989,0.04290684,0.02705837,0.12623116,3.98584157
0.00991657,0.05779439,0.57312193,0.15557233,0.04150943,0.03144654,0.23597484,1.51681759
0.03954201,0.03360253,1.32871146,0.04743886,0.03370787,0.02478519,0.17285525,3.64374782
0.07334421,0.01232373,0.90387424,0.04930647,0.03186504,0.01686973,0.14174321,2.87473864
0.20403577,0.0053199,1.08544924,0.02234252,0.0226378,0.01968504,0.17173228,7.68634361
0.05036005,0.02407876,1.21260772,0.10589691,0.03402062,0.00721649,0.04037113,0.38123053
0.02862136,0.03361672,0.96215635,0.19291105,0.02560647,0.01212938,0.10636119,0.55134833
0.03428024,0.02788719,0.9559795,0.0420631,0.02197802,0.01524282,0.13504786,3.21060172
0.10142404,0.02111947,2.14202228,0.02933682,0.01666122,0.01306762,0.12795492,4.36158129
0.1602356,0.00806315,1.29200332,0.02904924,0.01443124,0.01188455,0.08227504,2.83226184
0.02230657,0.04411737,0.98410729,0.1153358,0.05298829,0.03635243,0.2174923,1.88573108
0.03401562,0.02970762,1.01052311,0.12079578,0.05081496,0.02013423,0.07037392,0.58258592
0.04205733,0.02846662,1.19722991,0.08001989,0.08023873,0.05437666,0.1696618,2.1202453
0.1182097,0.01172446,1.38594534,0.03094645,0.02615193,0.01618929,0.15960772,5.15754527
0.0534712,0.01986998,1.06247156,0.05296156,0.02079395,0.01764335,0.18279143,3.45139798
0.02867933,0.03797163,1.08900083,0.08091688,0.02216625,0.01209068,0.08575819,1.05983066
0.08025499,0.01369267,1.09890527,0.0232891,0.030961,0.02332127,0.12081222,5.1875
0.10008996,0.01625828,1.62729037,0.02772892,0.03065752,0.02622025,0.28947963,10.43962758
0.01758176,0.04492661,0.78988882,0.11459541,0.04649758,0.03019324,0.19897947,1.73636507
0.10700892,0.0198887,2.1282688,0.03302792,0.02831302,0.0259536,0.19025167,5.76032861
0.03369027,0.03581357,1.20656864,0.08355838,0.02268954,0.01715551,0.17692861,2.117425
0.048909,0.02200951,1.0764632,0.02858246,0.04045707,0.02532427,0.10984867,3.84321988
0.04573108,0.02864826,1.31011591,0.04780778,0.03574265,0.02700556,0.16415012,3.43354378
0.10433638,0.00756249,0.78904232,0.02645296,0.01915071,0.01748543,0.11240633,4.24929178
0.04042934,0.02323403,0.93933671,0.0396462,0.03660024,0.02277349,0.18731598,4.72468971
0.05116914,0.02367819,1.21159265,0.04936879,0.03628231,0.01789264,0.19229622,3.89509715
0.06469726,0.02458751,1.59074431,0.04850423,0.03151458,0.02116651,0.15041863,3.1011443
0.06357443,0.01765155,1.12218732,0.04498783,0.04501217,0.03649635,0.16579075,3.68523526
0.05354562,0.01784571,0.95555982,0.05214236,0.01744592,0.00279135,0.0160014,0.30687901
0.04484444,0.04277074,1.91802997,0.07584146,0.02458669,0.01738025,0.16880882,2.22581186
0.0529134,0.05330861,2.82074003,0.06989649,0.02070263,0.01662484,0.19022898,2.72158147
0.0536051,0.0233453,1.25142703,0.0466348,0.03632887,0.02868069,0.14308317,3.06816318
0.04488282,0.03108982,1.39539884,0.06519337,0.01808137,0.01305876,0.11377197,1.74514638
0.02871613,0.02942967,0.84510628,0.15050245,0.01838235,0.01470588,0.07408088,0.49222376
0.10315753,0.01150527,1.18685557,0.02884615,0.02824519,0.01802885,0.22463942,7.7875
0.04885364,0.01788489,0.87374205,0.03738346,0.02756892,0.02305764,0.14878195,3.97988737
0.02683371,0.02482965,0.6662718,0.05937464,0.09236948,0.06310958,0.19063683,3.210745
0.07603065,0.01427303,1.08518789,0.0383065,0.03219575,0.01931745,0.12455892,3.25163893
0.05238149,0.01648428,0.86347123,0.05728941,0.07756464,0.04753962,0.14997498,2.6178483
0.0482941,0.02119865,1.02377003,0.04306979,0.04489995,0.02635432,0.161347,3.74617564
0.06658454,0.03340702,2.22439087,0.03951122,0.03069054,0.02074453,0.3484399,8.81875719
0.069298,0.01953701,1.35387598,0.02808319,0.03708839,0.02980936,0.20051993,7.14021229
0.09032258,0.02510376,2.26743679,0.04503463,0.01991342,0.01471861,0.17200433,3.81937903
0.07098479,0.01375,0.97604092,0.04044808,0.04907539,0.0284495,0.11837838,2.92667487
0.0584283,0.01995148,1.16573113,0.04241362,0.04435276,0.02320784,0.20207323,4.76434825
0.04973329,0.01985198,0.98730419,0.05103556,0.03930131,0.02183406,0.19173425,3.75687569
0.02592362,0.03174958,0.82306391,0.09305832,0.056899,0.03769559,0.21219061,2.28018954
0.09658212,0.01904612,1.83951428,0.03953149,0.02367758,0.01612091,0.09710327,2.45635275
0.14084941,0.00739985,1.04226508,0.02502463,0.02216749,0.01559934,0.12018883,4.80282152
0.02256089,0.04091395,0.92305499,0.11536669,0.05894448,0.04112406,0.35522961,3.07913498
0.06698713,0.01282413,0.85905165,0.04207502,0.02394254,0.02234637,0.15687151,3.72837633
0.0337349,0.0402629,1.35826497,0.13403566,0.03727715,0.02188006,0.35849271,2.67460701
0.04950399,0.03026816,1.49839492,0.05356342,0.02890423,0.02415876,0.18300259,3.41655928
0.12028862,0.01749329,2.10424427,0.05716335,0.03346614,0.0247012,0.19950598,3.49010315
0.09509331,0.02033683,1.93389657,0.02570811,0.02067263,0.01635298,0.16997532,6.61173788
0.05007151,0.04438232,2.22229014,0.05211869,0.02981651,0.02006881,0.19021502,3.6496507
0.06036238,0.02623808,1.5837932,0.03361729,0.02881303,0.02254933,0.15881929,4.72433389
0.05308551,0.02441889,1.29628908,0.04427684,0.03327418,0.02262644,0.35207187,7.95160321
0.04187902,0.02880509,1.20632902,0.06277481,0.03681964,0.01814301,0.18091249,2.88192792
0.15503876,0.00898284,1.39268886,0.01895036,0.02740434,0.02119959,0.11247673,5.93533424
0.10245397,0.01240745,1.27119283,0.02716586,0.02844874,0.01986044,0.20497585,7.54534677
0.11036989,0.01932187,2.13255234,0.02902916,0.02214839,0.01919528,0.18164636,6.25737538
0.05589533,0.03955004,2.21066231,0.06293036,0.01760563,0.01486698,0.17342332,2.75579733
0.07656215,0.01928132,1.47621919,0.03543193,0.03573044,0.02849389,0.18057892,5.09650243
0.02953925,0.04694698,1.38677836,0.07302263,0.02685079,0.01956272,0.20421941,2.79665914
0.09784079,0.01631202,1.59598106,0.03608957,0.03167668,0.02129984,0.3616876,10.0219431
0.03683634,0.04431402,1.63236636,0.09388248,0.02518363,0.01941238,0.22328961,2.37839499
0.04707611,0.02361565,1.11173289,0.03377967,0.05667729,0.03719447,0.1329118,3.93466862
0.036796,0.02917513,1.07352821,0.0638374,0.04444444,0.03306233,0.24516531,3.84046527
0.0273388,0.0341551,0.93375963,0.0773569,0.06004489,0.04264871,0.11710438,1.51381937
0.05704309,0.02489467,1.42006899,0.04760664,0.02654028,0.02322275,0.20558768,4.3184669
0.07081541,0.01771443,1.25445449,0.05857377,0.02622951,0.01967213,0.1215,2.0743073
0.22263359,0.00376272,0.83770791,0.22294118,0.14705882,0.11764706,0.29647059,1.3298153
0.05111675,0.02717726,1.3892132,0.04112322,0.05334335,0.03681443,0.18394065,4.47291495
0.02433323,0.02574166,0.62637775,0.15232695,0.03387334,0.01325479,0.12036819,0.79019627
0.03108896,0.04211548,1.30932669,0.09302914,0.03793293,0.02858714,0.35540407,3.8203522
0.09858463,0.01060818,1.04580303,0.0284492,0.01403743,0.01270053,0.08188503,2.87828947
0.06317033,0.01991523,1.25805182,0.07644019,0.02870813,0.01913876,0.39866029,5.21532298
0.04022262,0.02595861,1.04412355,0.15448071,0.03709199,0.01038576,0.02939169,0.19026124
0.05690167,0.0175974,1.00132164,0.03400579,0.03716216,0.03185328,0.20524131,6.03548112
0.05176562,0.02128936,1.10205666,0.03846501,0.03747178,0.02844244,0.17069074,4.43755869
0.07162934,0.01463384,1.0482124,0.02042917,0.03070482,0.02686671,0.21996511,10.76720751
0.06350896,0.00861146,0.54690479,0.02766881,0.02572347,0.02009646,0.10942926,3.95496804
0.03556295,0.02626533,0.93407278,0.067566,0.03670316,0.02962009,0.16974243,2.51224626
0.11101221,0.01185167,1.31567968,0.04098787,0.01386482,0.01213172,0.07853553,1.91606765
0.04309022,0.02343531,1.00983252,0.02133303,0.02876056,0.02145629,0.21458343,10.05874171
0.06870755,0.01434772,0.98579653,0.02980198,0.03439291,0.02136529,0.15117249,5.07256513
0.05774583,0.01579819,0.91227968,0.05737466,0.04740201,0.02734731,0.10211486,1.77979028
0.03708395,0.01611502,0.59760845,0.06527976,0.04577823,0.03560529,0.11773143,1.80349073
0.05950779,0.01380905,0.82174576,0.0348289,0.03231939,0.02534854,0.09374525,2.69159389
0.03503426,0.03781549,1.32483751,0.06341906,0.03878583,0.02951096,0.28963322,4.56697467
0.04593325,0.01877551,0.86242015,0.05573672,0.02543007,0.01944652,0.10117427,1.81521739
0.05972665,0.01775202,1.06026853,0.02932556,0.03122398,0.01706911,0.16888843,5.75908575
0.17097038,0.00765759,1.30922102,0.01808815,0.02084574,0.016081,0.08474092,4.6848864
0.04009914,0.02853683,1.14430226,0.05056772,0.06258382,0.02682164,0.16103263,3.18449434
0.09002909,0.02541898,2.28844755,0.04941609,0.03287537,0.02600589,0.32814033,6.64035349
0.04403441,0.0532667,2.34556759,0.08727612,0.02487562,0.02114428,0.19908789,2.28112679
0.07721185,0.01075969,0.83077525,0.04491543,0.00951374,0.00739958,0.03875264,0.86279124
0.05703152,0.02219456,1.26578978,0.03663732,0.05786164,0.04067086,0.29208805,7.97241932
0.08878157,0.01994662,1.7708921,0.03678856,0.01453352,0.01312705,0.09585091,2.60545431
0.06598388,0.0203257,1.34116857,0.03492785,0.03847836,0.02973328,0.23865326,6.83274912
0.0310072,0.03435447,1.06523593,0.08592994,0.02866242,0.02229299,0.11336943,1.31932399
0.06373066,0.02239939,1.42752788,0.05644416,0.02631579,0.01347882,0.15821566,2.80304753
0.05199793,0.01931992,1.00459584,0.08728423,0.01841197,0.01035673,0.12710012,1.45616348
0.06490241,0.0141896,0.92093946,0.05687436,0.03268641,0.01838611,0.2300715,4.04525862
0.04372145,0.02320846,1.01470752,0.06075384,0.03002001,0.02134757,0.16541694,2.72274075
0.04772633,0.02600919,1.24132304,0.04877033,0.0291866,0.02200957,0.13027751,2.67124497
0.06698573,0.00980862,0.65703786,0.02285375,0.0136742,0.01070155,0.0488585,2.13787721
0.03709911,0.01738132,0.64483141,0.04952727,0.03418182,0.02618182,0.14519273,2.93157122
0.07211556,0.01563107,1.12724325,0.02925873,0.0215208,0.01339072,0.07217599,2.46681922
0.09417635,0.02167136,2.04092947,0.02863375,0.01927629,0.01420358,0.19543118,6.82520373
0.06776894,0.01584572,1.07384765,0.0348731,0.04230118,0.03158488,0.12677947,3.63545205
0.09428944,0.01067949,1.00696291,0.02850787,0.02874743,0.02395619,0.14814511,5.19663866
0.15432172,0.00545968,0.84254746,0.02474971,0.0209546,0.01396973,0.07039581,2.84430856
0.05562301,0.01469697,0.81748968,0.02083364,0.03276301,0.02220604,0.19916636,9.55984623
0.02952424,0.02884863,0.85173382,0.03844178,0.0260274,0.01746575,0.11673973,3.03679287
0.09410541,0.0134019,1.2611915,0.02947964,0.01753394,0.01470588,0.11329186,3.84305449
0.12257718,0.00864795,1.06004167,0.03773034,0.03146067,0.03146067,0.18459551,4.89249553
0.03641039,0.0323067,1.17629947,0.15437192,0.02463054,0.01600985,0.13830049,0.8958915
0.06755038,0.01691336,1.14250379,0.0293862,0.03808244,0.02956989,0.17806004,6.05930782
0.05805668,0.01420155,0.82449482,0.05056118,0.01195952,0.00643974,0.05971481,1.18104076
0.0549176,0.03188162,1.7508623,0.04414817,0.02648533,0.02075877,0.24483536,5.54576409
0.08865696,0.03053299,2.70696181,0.03623273,0.02701873,0.02210623,0.1724716,4.76010508
0.04866226,0.01901164,0.92514951,0.01742471,0.03177614,0.02134219,0.18732037,10.75027218
0.0417721,0.03129692,1.30733796,0.08850659,0.02781845,0.0204978,0.34203514,3.86451613
0.03169754,0.06914249,2.19164696,0.18742275,0.02949438,0.02247191,0.3606882,1.92446326
0.03804482,0.0212568,0.80871117,0.06022761,0.03303965,0.01688693,0.12241557,2.03254907
0.03517858,0.07353551,2.58687505,0.07030979,0.0354399,0.03370508,0.70077819,9.9670074
